set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
10,https://cdn.lolchess.gg/upload/images/champions/Ekko_1698737711-Ekko.jpg,Ekko,3,850,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Ekko_1698312912-ekko_r.png,50/125,"['True Damage', 'Sentinel', 'Spellweaver']"
10,https://cdn.lolchess.gg/upload/images/champions/Evelynn_1698737851-Evelynn.jpg,Evelynn,1,650,35,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Evelynn_1698377505-evelynn_e1.png,30/75,"['K/DA', 'Crowd Diver']"
10,https://cdn.lolchess.gg/upload/images/champions/Ezreal_1698737857-Ezreal.jpg,Ezreal,4,700,30,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1698377193-ezreal_r.png,0/45,"['Heartsteel', 'Big Shot']"
10,https://cdn.lolchess.gg/upload/images/champions/Garen_1698736950-Garen.jpg,Garen,2,800,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1698373611-garen_passive.png,40/80,"['8-bit', 'Sentinel']"
10,https://cdn.lolchess.gg/upload/images/champions/Gnar_1698736965-Gnar.jpg,Gnar,2,700,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Gnar_1698373764-gnartransform.png,0/70,"['Pentakill', 'Mosher', 'Superfan']"
10,https://cdn.lolchess.gg/upload/images/champions/Gragas_1698736958-Gragas.jpg,Gragas,2,750,45,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Gragas_1698373681-gragaspassiveheal.png,40/80,"['Disco', 'Bruiser', 'Spellweaver']"
10,https://cdn.lolchess.gg/upload/images/champions/Illaoi_1698737864-Illaoi.jpg,Illaoi,5,1050,70,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Illaoi_1698367902-illaoi_p.png,70/150,"['ILLBEATS', 'Bruiser']"
10,https://cdn.lolchess.gg/upload/images/champions/Jax_1698737885-Jax.jpg,Jax,2,750,35,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.9,https://cdn.lolchess.gg/upload/images/champion-skills/Jax_1698373985-jaxe.jaxupdate.png,50/120,"['EDM', 'Mosher']"
10,https://cdn.lolchess.gg/upload/images/champions/Jhin_1698737954-Jhin.jpg,Jhin,5,950,40,85,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Jhin_1698370549-jhin_w_spotted.png,30/50,"['Maestro', 'Big Shot']"
10,https://cdn.lolchess.gg/upload/images/champions/Jinx_1698737964-Jinx.jpg,Jinx,1,450,15,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1698377525-jinx_q2.png,0/50,"['Punk', 'Rapidfire']"
10,https://cdn.lolchess.gg/upload/images/champions/KSante_1698738174-KSante.jpg,K'Sante,1,650,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/KSante_1698306544-icons_ksante_e.png,0/40,"['Heartsteel', 'Sentinel']"
10,https://cdn.lolchess.gg/upload/images/champions/Kaisa_1698738039-Kaisa.jpg,Kai'Sa,2,600,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1698374010-kaisa_q2.png,0/30,"['K/DA', 'Big Shot']"
10,https://cdn.lolchess.gg/upload/images/champions/Karthus_1698738032-Karthus.jpg,Karthus,4,700,30,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Karthus_1698377367-karthus_passive.png,15/105,"['Pentakill', 'Executioner']"
10,https://cdn.lolchess.gg/upload/images/champions/Katarina_1698738045-Katarina.jpg,Katarina,2,650,35,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Katarina_1698309343-katarina_q.png,0/60,"['Country', 'Crowd Diver']"
10,https://cdn.lolchess.gg/upload/images/champions/Kayle_1698738160-Kayle.jpg,Kayle,2,550,20,35,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Kayle_1698309179-kayle_r.png,0/120,"['Pentakill', 'Edgelord']"
10,https://cdn.lolchess.gg/upload/images/champions/Kayn_1698738153-Kayn.jpg,Kayn,5,1200,70,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.95,https://cdn.lolchess.gg/upload/images/champion-skills/Kayn_1698377840-kayn_q_primary.png,0/40,"['Heartsteel', 'Edgelord', 'Wildcard']"
10,https://cdn.lolchess.gg/upload/images/champions/Kennen_1698738052-Kennen.jpg,Kennen,1,700,40,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Kennen_1698377594-kennen_e.png,30/90,"['True Damage', 'Guardian', 'Superfan']"
10,https://cdn.lolchess.gg/upload/images/champions/Lillia_1698737128-Lillia.jpg,Lillia,1,600,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Lillia_1698305597-lillia_icon_q.png,60/110,"['K/DA', 'Sentinel', 'Superfan']"
10,https://cdn.lolchess.gg/upload/images/champions/Lucian_1698737021-Lucian.jpg,Lucian,5,850,30,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.9,https://cdn.lolchess.gg/upload/images/champion-skills/Lucian_1698377977-lucian_r.png,50/125,"['Jazz', 'Rapidfire']"
10,https://cdn.lolchess.gg/upload/images/champions/Lulu_1698737114-Lulu.jpg,Lulu,3,650,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Lulu_1698374380-lulu_glitterbolt.png,0/40,"['Hyperpop', 'Spellweaver']"
10,https://cdn.lolchess.gg/upload/images/champions/Lux_1698737015-Lux.jpg,Lux,3,700,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1698374159-luxfinalefunkeln.png,15/75,"['EDM', 'Dazzler']"
10,https://cdn.lolchess.gg/upload/images/champions/MissFortune_1698737142-MissFortune.jpg,Miss Fortune,3,650,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/MissFortune_1698374956-missfortune_q.png,0/60,"['Jazz', 'Big Shot']"
10,https://cdn.lolchess.gg/upload/images/champions/Mordekaiser_1698737135-Mordekaiser.jpg,Mordekaiser,3,850,55,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Mordekaiser_1698310265-mordekaiserq3.png,70/120,"['Pentakill', 'Sentinel']"
10,https://cdn.lolchess.gg/upload/images/champions/Nami_1698737001-Nami.jpg,Nami,1,450,15,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Nami_1698305287-namiq.png,15/60,"['Disco', 'Dazzler']"
10,https://cdn.lolchess.gg/upload/images/champions/Neeko_1698737007-Neeko.jpg,Neeko,3,850,50,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Neeko_1698311041-neeko_w2.png,0/90,"['K/DA', 'Guardian', 'Superfan']"
10,https://cdn.lolchess.gg/upload/images/champions/Olaf_1698737719-Olaf.jpg,Olaf,1,650,35,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Olaf_1698377465-olaf_w.png,-,"['Pentakill', 'Bruiser']"
10,https://cdn.lolchess.gg/upload/images/champions/Pantheon_1698738213-Pantheon.jpg,Pantheon,2,750,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Pantheon_1698374103-pantheon_q1.png,0/60,"['Punk', 'Guardian']"
10,https://cdn.lolchess.gg/upload/images/champions/Poppy_1698737336-Poppy.jpg,Poppy,4,1000,65,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1698376659-poppy_q.png,30/100,"['Emo', 'Mosher']"
10,https://cdn.lolchess.gg/upload/images/champions/Qiyana_1698738181-Qiyana.jpg,Qiyana,5,1050,60,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.9,https://cdn.lolchess.gg/upload/images/champion-skills/Qiyana_1698370779-qiyana_w.png,0/40,"['True Damage', 'Crowd Diver']"
10,https://cdn.lolchess.gg/upload/images/champions/Riven_1698737121-Riven.jpg,Riven,3,800,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Riven_1698374894-rivenpathoftheexile.png,50/100,"['8-bit', 'Edgelord']"
10,https://cdn.lolchess.gg/upload/images/champions/Samira_1698737371-Samira.jpg,Samira,3,600,20,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Samira_1698312781-samirap.png,0/100,"['Country', 'Executioner']"
10,https://cdn.lolchess.gg/upload/images/champions/Senna_1698737377-Senna.jpg,Senna,2,600,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Senna_1698373870-senna_passive.png,30/90,"['True Damage', 'Rapidfire']"
10,https://cdn.lolchess.gg/upload/images/champions/Seraphine_1698737384-Seraphine.jpg,Seraphine,2,550,25,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Seraphine_1698373903-seraphine_q1.png,0/60,"['K/DA', 'Spellweaver']"
10,https://cdn.lolchess.gg/upload/images/champions/Sett_1698737456-Sett.jpg,Sett,3,900,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1698312718-sett_w.png,30/90,"['Heartsteel', 'Bruiser', 'Mosher']"
10,https://cdn.lolchess.gg/upload/images/champions/Sona_1698737590-Sona.jpg,Sona,5,850,40,5,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance308.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Sona_1698390729-sona_w.png,0/170,"['Mixmaster', 'Spellweaver']"
10,https://cdn.lolchess.gg/upload/images/champions/TahmKench_1698738194-TahmKench.jpg,Tahm Kench,1,650,40,88,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/TahmKench_1698377116-tahmkenche.png,-,"['Country', 'Bruiser']"
10,https://cdn.lolchess.gg/upload/images/champions/Taric_1698738187-Taric.jpg,Taric,1,650,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Taric_1698306729-taric_r.png,50/140,"['Disco', 'Guardian']"
10,https://cdn.lolchess.gg/upload/images/champions/Thresh_1698737613-Thresh.jpg,Thresh,4,1050,60,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Thresh_1698377851-thresh_q3.png,70/160,"['Country', 'Guardian']"
10,https://cdn.lolchess.gg/upload/images/champions/TwistedFate_1698738201-TwistedFate.jpg,Twisted Fate,4,700,30,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/TwistedFate_1698369414-cardmaster_powercard.png,30/105,"['Disco', 'Dazzler']"
10,https://cdn.lolchess.gg/upload/images/champions/Twitch_1698738207-Twitch.jpg,Twitch,2,550,25,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Twitch_1698374077-twitch_w.png,20/70,"['Punk', 'Executioner']"
10,https://cdn.lolchess.gg/upload/images/champions/Urgot_1698737844-Urgot.jpg,Urgot,3,750,45,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Urgot_1698375774-urgot_w.png,0/20,"['Country', 'Mosher']"
10,https://cdn.lolchess.gg/upload/images/champions/Vex_1698737218-Vex.jpg,Vex,3,700,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Vex_1698375323-icons_vex_e01.png,25/75,"['Emo', 'Executioner']"
10,https://cdn.lolchess.gg/upload/images/champions/Vi_1698737212-Vi.jpg,Vi,1,650,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Vi_1698305811-vie2.png,40/70,"['Punk', 'Mosher']"
10,https://cdn.lolchess.gg/upload/images/champions/Viego_1698737330-Viego.jpg,Viego,4,1000,65,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Viego_1698376612-viego_r.png,70/120,"['Pentakill', 'Edgelord']"
10,https://cdn.lolchess.gg/upload/images/champions/Yasuo_1698737705-Yasuo.jpg,Yasuo,1,650,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Yasuo_1698305959-yasuo_passive.png,0/50,"['True Damage', 'Edgelord']"
10,https://cdn.lolchess.gg/upload/images/champions/Yone_1698737725-Yone.jpg,Yone,3,800,40,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Yone_1698375725-yonew.png,0/70,"['Heartsteel', 'Crowd Diver', 'Edgelord']"
10,https://cdn.lolchess.gg/upload/images/champions/Yorick_1698737733-Yorick.jpg,Yorick,5,1050,60,88,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Yorick_1698378008-yorick_p.png,60/110,"['Pentakill', 'Guardian', 'Mosher']"
10,https://cdn.lolchess.gg/upload/images/champions/Zac_1698737871-Zac.jpg,Zac,4,1100,70,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Zac_1698377225-zacr.png,60/120,"['EDM', 'Bruiser']"
10,https://cdn.lolchess.gg/upload/images/champions/Zed_1698737891-Zed.jpg,Zed,4,1000,60,72,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.95,https://cdn.lolchess.gg/upload/images/champion-skills/Zed_1698377266-shadowninja_w.png,30/50,"['EDM', 'Crowd Diver']"
10,https://cdn.lolchess.gg/upload/images/champions/Ziggs_1698737897-Ziggs.jpg,Ziggs,5,800,40,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Ziggs_1698378028-ziggsq.png,30/75,"['Hyperpop', 'Dazzler']"
