set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kaisa.png,Kai'Sa,5,700,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,1.25,https://cdn.lolchess.gg/images/tft/champion-skills/kaisa_killerinstinct.png,50/125,"['Void', 'Assassin']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Karthus.png,Karthus,5,850,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/karthus_requiem.png,40/125,"['Phantom', 'Sorcerer']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kassadin.png,Kassadin,1,550,35,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/kassadin_netherblade.png,-,"['Void', 'Sorcerer']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Katarina.png,Katarina,3,450,20,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/katarina_deathlotus.png,0/85,"['Imperial', 'Assassin']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kayle.png,Kayle,5,750,40,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,1.0,https://cdn.lolchess.gg/images/tft/champion-skills/kayle_divinejudgement.png,50/125,"['Noble', 'Knight']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kennen.png,Kennen,3,550,20,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/kennen_slicingmaelstrom.png,50/150,"['Ninja', 'Elementalist']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Khazix.png,Kha'Zix,1,500,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/khazix_tastetheirfear.png,0/65,"['Void', 'Assassin']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kindred.png,Kindred,4,600,20,20,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/kindred_lambsrespite.png,50/35,"['Phantom', 'Ranger']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Leona.png,Leona,4,800,100,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/leona_solarflare.png,50/100,"['Noble', 'Guardian']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lissandra.png,Lissandra,2,500,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/lissandra_frozentomb.png,0/95,"['Glacial', 'Elementalist']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lucian.png,Lucian,2,600,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/lucian_relentlesspersuit.png,0/35,"['Noble', 'Gunslinger']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lulu.png,Lulu,2,500,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/lulu_wildgrowth.png,50/150,"['Yordle', 'Sorcerer']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/MissFortune.png,Miss Fortune,5,750,20,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.95,https://cdn.lolchess.gg/images/tft/champion-skills/missfortune_bullettime.png,0/150,"['Pirate', 'Gunslinger']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Mordekaiser.png,Mordekaiser,1,550,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/images/tft/champion-skills/mordekaiser_obliterate.png,50/150,"['Phantom', 'Knight']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Morgana.png,Morgana,3,650,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/morgana_hallowedground.png,50/150,"['Demon', 'Sorcerer']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Nidalee.png,Nidalee,1,500,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/nidalee_primalsurge.png,0/85,"['Wild', 'Shapeshifter']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Pantheon.png,Pantheon,5,850,70,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/pantheon_grandstarfall.png,100/150,"['Dragon', 'Guardian']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Poppy.png,Poppy,3,700,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/images/tft/champion-skills/poppy_keepersverdict.png,0/75,"['Yordle', 'Knight']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Pyke.png,Pyke,2,600,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/pyke_phantomundertow.png,50/125,"['Pirate', 'Assassin']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/RekSai.png,Rek'Sai,2,650,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/reksai_burrow.png,0/75,"['Void', 'Brawler']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Rengar.png,Rengar,3,550,20,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/rengar_savagery.png,0/75,"['Wild', 'Assassin']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Sejuani.png,Sejuani,4,800,40,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/sejuani_glacialprison.png,50/150,"['Glacial', 'Knight']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Shen.png,Shen,2,700,30,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/shen_spiritsrefuge.png,100/150,"['Ninja', 'Blademaster']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Shyvana.png,Shyvana,3,650,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/shyvana_dragonsdescent.png,0/85,"['Dragon', 'Shapeshifter']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Swain.png,Swain,5,850,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/swain_draconicascension.png,0/100,"['Demon', 'Shapeshifter']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Tristana.png,Tristana,1,500,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/tristana_explosivecharge.png,0/50,"['Yordle', 'Gunslinger']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/TwistedFate.png,Twisted Fate,2,500,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/twistedfate_pickacard.png,0/50,"['Pirate', 'Sorcerer']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Varus.png,Varus,2,550,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/varus_piercingarrow.png,0/75,"['Demon', 'Ranger']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Vayne.png,Vayne,1,550,25,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/vayne_silverbolts.png,-,"['Noble', 'Ranger']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Veigar.png,Veigar,3,500,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/veigar_primordialburst.png,0/75,"['Yordle', 'Sorcerer']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Vi.png,Vi,3,700,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/vi_assaultandbattery.png,75/150,"['Hextech', 'Brawler']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Volibear.png,Volibear,3,750,30,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/volibear_thunderclaws.png,0/75,"['Glacial', 'Brawler']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Warwick.png,Warwick,1,650,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/warwick_infiniteduress.png,50/150,"['Wild', 'Brawler']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Yasuo.png,Yasuo,5,750,35,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,1.0,https://cdn.lolchess.gg/images/tft/champion-skills/yasuo_tempeststeel.png,0/25,"['Exile', 'Blademaster']"
1.0,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Zed.png,Zed,2,550,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/zed_razorshuriken.png,0/75,"['Ninja', 'Assassin']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/aatrox.png,Aatrox,3,800,35,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/aatrox_thedarkinblade.png,0/70,"['Light', 'Blademaster']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/amumu.png,Amumu,5,900,60,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/amumu_curseofthesadmummy.png,75/150,"['Inferno', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/annie.png,Annie,4,700,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/annie_summontibbers.png,0/75,"['Inferno', 'Summoner']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/ashe.png,Ashe,4,550,20,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/ashe_rangersfocus.png,0/35,"['Crystal', 'Ranger']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/azir.png,Azir,3,600,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/azir_arise.png,50/100,"['Desert', 'Summoner']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/brand.png,Brand,4,700,25,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/brand_pyroclasm.png,0/80,"['Inferno', 'Mage']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/braum.png,Braum,2,750,60,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/braum_unbreakable.png,0/65,"['Glacial', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/diana.png,Diana,1,550,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/diana_palecascade.png,0/100,"['Inferno', 'Assassin']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/drmundo.png,Dr. Mundo,3,800,35,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/drmundo_adrenalinerush.png,75/125,"['Poison', 'Berserker']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/ezreal.png,Ezreal,3,650,20,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/ezreal_mysticshot.png,0/30,"['Glacial', 'Ranger']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/ivern.png,Ivern,1,600,25,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/ivern_triggerseed.png,50/100,"['Woodland', 'Druid']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/janna.png,Janna,4,600,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/janna_monsoon.png,50/125,"['Wind', 'Mystic']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/jax.png,Jax,2,700,30,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/jax_counterstrike.png,50/125,"['Light', 'Berserker']"
2.0,https://ddragon.leagueoflegends.com/cdn/10.22.1/img/champion/Karma.png,Karma,3,600,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/karma_dawnbringer.png,75/100,"['Lunar', 'Mystic']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/khazix.png,Khazix,4,750,25,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/khazix_voidassault.png,0/40,"['Desert', 'Assassin']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/kindred.png,Kindred,3,650,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/kindred_danceofdread.png,0/35,"['Inferno', 'Ranger']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/kogmaw.png,Kog'Maw,1,500,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/kogmaw_livingartillery.png,0/40,"['Poison', 'Predator']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/leblanc.png,LeBlanc,2,550,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/leblanc_etherealchains.png,50/80,"['Woodland', 'Assassin']"
2.0,https://ddragon.leagueoflegends.com/cdn/10.22.1/img/champion/Leona.png,Leona,1,650,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/leona_lunareclipse.png,50/100,"['Lunar', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/lucian.png,Lucian,4,550,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/lucian_theculling.png,0/50,"['Light', 'Soulbound']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/lux.png,Lux,7,850,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/lux_finalspark.png,0/80,"['Crystal', 'Avatar']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/malphite.png,Malphite,4,850,50,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/malphite_unstoppableforce.png,50/150,"['Mountain', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/malzahar.png,Malzahar,2,550,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/malzahar_voidswarm.png,75/125,"['Shadow', 'Summoner']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/maokai.png,Maokai,1,650,35,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/images/tft/champion-skills/maokai_sapmagic.png,-,"['Woodland', 'Druid']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/masteryi.png,Master Yi,5,850,30,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,1.1,https://cdn.lolchess.gg/images/tft/champion-skills/masteryi_meditate.png,100/150,"['Shadow', 'Blademaster']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/nami.png,Nami,5,750,25,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/nami_tidalwave.png,50/125,"['Ocean', 'Mystic']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/nasus.png,Nasus,1,650,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/nasus_furyofthedawn.png,0/100,"['Light', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/nautilus.png,Nautilus,3,850,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/nautilus_depthcharge.png,50/125,"['Ocean', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/neeko.png,Neeko,2,500,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/neeko_bloomingburst.png,0/60,"['Woodland', 'Druid']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/nocturne.png,Nocturne,3,650,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/nocturne_steelblades.png,-,"['Steel', 'Assassin']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/olaf.png,Olaf,4,850,35,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/olaf_ragnarok.png,0/90,"['Glacial', 'Berserker']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/ornn.png,Ornn,1,650,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/ornn_electrifyingbreath.png,0/75,"['Electric', 'Warden']"
2.0,https://cdn.lolchess.gg/images/tft/champions/set2/qiyana.png,Qiyana,3,650,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/qiyana_edgeofixtal.png,50/100,"['Inferno', 'Assassin']"
