set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Jhin.png,Jhin,1,504,14,54,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Jhin_1684810803-jhin_r.png,44/114,"['Ionia', 'Vanquisher']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Jinx.png,Jinx,2,600,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1684811073-jinx_q1.png,10/70,"['Zaun', 'Gunner']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/KSante.png,K'Sante,5,1000,50,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/KSante_1684817427-icons_ksante_r2.png,0/70,"['Shurima', 'Bastion']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kaisa.png,Kai'Sa,4,850,35,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1684811845-kaisa_q.png,60/120,"['Void', 'Challenger']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Karma.png,Karma,3,700,25,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Karma_1684812344-karma_q1.png,0/45,"['Ionia', 'Invoker']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kassadin.png,Kassadin,2,800,45,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Kassadin_1684812562-kassadin_e.png,50/100,"['Void', 'Bastion']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Katarina.png,Katarina,3,800,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Katarina_1684812843-katarina_w.png,20/80,"['Noxus', 'Rogue']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kayle.png,Kayle,1,500,15,30,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Kayle_1684813032-kayle_p.png,-,"['Demacia', 'Slayer']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Malzahar.png,Malzahar,1,500,15,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Malzahar_1684819731-malzahar_q.png,0/50,"['Void', 'Sorcerer']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Milio_1693388514-tft9_milio_square.tft_set9_stage2.png,Milio,1,500,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Milio_1693025960-milio_q.milio.png,0/60,"['Ixtal', 'Invoker']"
9.5,https://cdn.lolchess.gg/upload/images/champions/MissFortune_1693388506-tft9_missfortune_square.tft_set9_stage2.png,Miss Fortune,3,650,25,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/MissFortune_1693031202-missfortune_e.png,0/50,"['Bilgewater', 'Strategist']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Mordekaiser_1693388499-tft9_mordekaiser_square.tft_set9_stage2.png,Mordekaiser,4,1000,50,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Mordekaiser_1693031241-mordekaiserr.png,30/80,"['Noxus', 'Slayer']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Naafiri_1693388530-tft9_naafiri_square.tft_set9_stage2.png,Naafiri,2,750,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Naafiri_1693025988-icons_naafiri_e.naafiri.png,0/50,"['Darkin', 'Challenger', 'Shurima']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Nasus.png,Nasus,4,1000,55,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Nasus_1684820888-nasus_passive.png,70/150,"['Shurima', 'Juggernaut']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Nautilus_1693388535-tft9_nautilus_square.tft_set9_stage2.png,Nautilus,3,950,40,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Nautilus_1693029255-nautilus_rippleeffect.png,60/140,"['Bilgewater', 'Juggernaut']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Neeko_1693388540-tft9_neeko_square.tft_set9_stage2.png,Neeko,3,800,45,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Neeko_1693029358-neeko_r.png,50/120,"['Ixtal', 'Bastion']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Nilah_1693389021-tft9_nilah_square.tft_set9_stage2.png,Nilah,4,950,45,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Nilah_1693029448-nilahq.png,20/60,"['Bilgewater', 'Vanquisher']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Orianna.png,Orianna,1,500,15,35,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Orianna_1684821245-oriannacommandattack.png,20/70,"['Piltover', 'Sorcerer']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Poppy.png,Poppy,1,700,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1684821579-poppy_q.png,40/100,"['Demacia', 'Bastion']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Qiyana_1693389070-tft9_qiyana_square.tft_set9_stage2.png,Qiyana,2,650,35,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Qiyana_1693030661-qiyana_r.png,40/100,"['Ixtal', 'Rogue', 'Slayer']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Quinn_1693389064-tft9_quinn_square.tft_set9.png,Quinn,3,700,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Quinn_1693030802-quinn_r2.png,30/90,"['Demacia', 'Slayer']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/RekSai.png,Rek'Sai,3,800,45,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/RekSai_1684821858-reksai_e1.png,50/70,"['Void', 'Bruiser', 'Slayer']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Renekton.png,Renekton,1,650,45,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Renekton_1684822085-renekton_q.png,50/110,"['Shurima', 'Bruiser']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ryze.png,Ryze,5,1111,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Ryze_1684822285-ryze_r.png,0/99,"['Wanderer', 'Invoker']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Samira.png,Samira,1,500,15,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Samira_1684822427-samiraq.png,0/30,"['Noxus', 'Challenger']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sejuani.png,Sejuani,4,1100,60,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Sejuani_1684822670-sejuani_passive.png,60/120,"['Freljord', 'Bruiser']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sett.png,Sett,2,800,50,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1684823085-sett_q.png,60/110,"['Ionia', 'Juggernaut']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Shen.png,Shen,4,1000,60,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Shen_1684823732-shen_passive.png,90/170,"['Ionia', 'Bastion', 'Invoker']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Silco_1693388489-tft9_silco_square.tft_set9_stage2.png,Silco,4,750,30,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Silco_1693032066-Silco_1643856707.png,0/30,"['Zaun', 'Sorcerer']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sion.png,Sion,5,900,65,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Sion_1684824096-sion_e.png,70/160,"['Noxus', 'Bruiser']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sona.png,Sona,3,700,25,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Sona_1684824339-sona_r.png,35/90,"['Demacia', 'Multicaster']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Soraka.png,Soraka,2,700,25,66,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Soraka_1684824554-soraka_w.png,30/90,"['Targon', 'Invoker']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Swain.png,Swain,2,800,45,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Swain_1684824831-swain_r.png,60/135,"['Noxus', 'Sorcerer', 'Strategist']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Taliyah.png,Taliyah,2,550,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Taliyah_1684824998-taliyah_w.png,20/60,"['Shurima', 'Multicaster']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Taric.png,Taric,3,800,50,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Taric_1684825226-taric_w.png,15/85,"['Targon', 'Bastion', 'Sorcerer']"
9.5,https://cdn.lolchess.gg/upload/images/champions/TwistedFate_1693389076-tft9_twistedfate_square.tft_set9_stage2.png,Twisted Fate,2,550,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/TwistedFate_1693030580-cardmaster_rapidtoss.png,25/75,"['Bilgewater', 'Multicaster']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Velkoz.png,Vel'Koz,3,700,30,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Velkoz_1684826275-velkoz_q1.png,0/60,"['Void', 'Multicaster', 'Sorcerer']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Vi.png,Vi,2,800,50,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Vi_1684827319-vipassive.png,20/70,"['Piltover', 'Bruiser']"
9.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Warwick.png,Warwick,2,800,50,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Warwick_1684827629-warwickp.png,40/90,"['Zaun', 'Challenger', 'Juggernaut']"
9.5,https://cdn.lolchess.gg/upload/images/champions/Xayah_1693389056-tft9_xayah_square.tft_set9.png,Xayah,4,750,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Xayah_1693031545-xayahr.png,20/100,"['Ionia', 'Vanquisher']"
