"set","icon","name","cost","origin","class","class_extra","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set11/kaisa","https://cdn.lolchess.gg/upload/images/champions/Kaisa_1709255451-Kaisa.jpg","Kai'Sa","4","Inkshadow","","Trickshot","850","30","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1709176655-kaisa_w.png","20/75"
"https://lolchess.gg/champions/set11/kayn","https://cdn.lolchess.gg/upload/images/champions/Kayn_1709255459-Kayn.jpg","Kayn","4","Ghostly","","Reaper","1150","55","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Kayn_1709176402-kayn_r1_primary.png","0/60"
"https://lolchess.gg/champions/set11/khazix","https://cdn.lolchess.gg/upload/images/champions/Khazix_1709255483-KhaZix.jpg","Kha'Zix","1","Heavenly","","Reaper","600","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Khazix_1709107394-khazix_e_red.png","0/40"
"https://lolchess.gg/champions/set11/kindred","https://cdn.lolchess.gg/upload/images/champions/Kindred_1709255491-Kindred.jpg","Kindred","2","Dryad","Fated","Reaper","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Kindred_1709100102-kindred_q.png","0/30"
"https://lolchess.gg/champions/set11/kobuko","https://cdn.lolchess.gg/upload/images/champions/Kobuko_1709255500-Kobuko.jpg","Kobuko","1","Fortune","","Bruiser","600","30","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Kobuko_1709709686-tft11_fortuneyord_ability.tft_set11.png","30/70"
"https://lolchess.gg/champions/set11/kogmaw","https://cdn.lolchess.gg/upload/images/champions/KogMaw_1709255511-KogMaw.jpg","Kog'Maw","1","Mythic","Sniper","Invoker","500","15","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/KogMaw_1709107636-kogmaw_livingartillery.png","0/30"
"https://lolchess.gg/champions/set11/leesin","https://cdn.lolchess.gg/upload/images/champions/LeeSin_1709255521-LeeSin.jpg","Lee Sin","4","Dragonlord","","Duelist","1100","55","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/LeeSin_1709176145-blindmonkqone.png","40/100"
"https://lolchess.gg/champions/set11/lillia","https://cdn.lolchess.gg/upload/images/champions/Lillia_1709255531-Lillia.jpg","Lillia","4","Mythic","","Invoker","900","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Lillia_1709086222-lillia_icon_e.png","0/50"
"https://lolchess.gg/champions/set11/lissandra","https://cdn.lolchess.gg/upload/images/champions/Lissandra_1709255540-Lissandra.jpg","Lissandra","5","Porcelain","","Arcanist","1100","55","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Lissandra_1709087480-lissandra_r.png","45/105"
"https://lolchess.gg/champions/set11/lux","https://cdn.lolchess.gg/upload/images/champions/Lux_1709255550-Lux.jpg","Lux","2","Porcelain","","Arcanist","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1709703335-luxcrashingblitz2.png","15/75"
"https://lolchess.gg/champions/set11/malphite","https://cdn.lolchess.gg/upload/images/champions/Malphite_1709255560-Malphite.jpg","Malphite","1","Heavenly","","Behemoth","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Malphite_1709107863-malphite_graniteshield.png","40/80"
"https://lolchess.gg/champions/set11/morgana","https://cdn.lolchess.gg/upload/images/champions/Morgana_1709255604-Morgana.jpg","Morgana","4","Ghostly","","Sage","950","40","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Morgana_1709175923-fallenangel_tormentedsoil.png","0/60"
"https://lolchess.gg/champions/set11/nautilus","https://cdn.lolchess.gg/upload/images/champions/Nautilus_1709255615-Nautilus.jpg","Nautilus","4","Mythic","","Warden","1100","60","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Nautilus_1709175710-nautilus_grandline.png","60/170"
"https://lolchess.gg/champions/set11/neeko","https://cdn.lolchess.gg/upload/images/champions/Neeko_1709255750-Neeko.jpg","Neeko","2","Heavenly","Mythic","Arcanist","800","45","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Neeko_1709111193-neeko_w.png","40/80"
"https://lolchess.gg/champions/set11/ornn","https://cdn.lolchess.gg/upload/images/champions/Ornn_1709255763-Ornn.jpg","Ornn","4","Dryad","","Behemoth","1100","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Ornn_1709086344-ornnp.png","80/130"
"https://lolchess.gg/champions/set11/qiyana","https://cdn.lolchess.gg/upload/images/champions/Qiyana_1709255774-Qiyana.jpg","Qiyana","2","Heavenly","","Duelist","700","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Qiyana_1709111531-qiyana_r.png","0/20"
"https://lolchess.gg/champions/set11/rakan","https://cdn.lolchess.gg/upload/images/champions/Rakan_1709263358-Rakan.jpg","Rakan","5","Dragonlord","Lovers","Altruist","1200","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Rakan_1709173222-rakan_w.png","30/90"
"https://lolchess.gg/champions/set11/reksai","https://cdn.lolchess.gg/upload/images/champions/RekSai_1709255809-Reksai.jpg","Rek'Sai","1","Dryad","","Bruiser","650","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/RekSai_1709167345-reksai_r.png","40/80"
"https://lolchess.gg/champions/set11/riven","https://cdn.lolchess.gg/upload/images/champions/Riven_1709255823-Riven.jpg","Riven","2","Storyweaver","Bruiser","Altruist","700","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Riven_1709111877-rivenbrokenwings.png","0/20"
"https://lolchess.gg/champions/set11/senna","https://cdn.lolchess.gg/upload/images/champions/Senna_1709255833-Senna.jpg","Senna","2","Inkshadow","","Sniper","600","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Senna_1698373870-senna_passive.png","20/75"
"https://lolchess.gg/champions/set11/sett","https://cdn.lolchess.gg/upload/images/champions/Sett_1709255843-Sett.jpg","Sett","5","Fated","Umbral","Warden","1200","70","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1709173649-sett_p.png","80/160"
"https://lolchess.gg/champions/set11/shen","https://cdn.lolchess.gg/upload/images/champions/Shen_1709255853-Shen.jpg","Shen","2","Ghostly","","Behemoth","800","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Shen_1709115205-shen_w.png","25/75"
"https://lolchess.gg/champions/set11/sivir","https://cdn.lolchess.gg/upload/images/champions/Sivir_1709255862-Sivir.jpg","Sivir","1","Storyweaver","","Trickshot","500","15","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Sivir_1709108345-sivir_r.png","0/50"
"https://lolchess.gg/champions/set11/soraka","https://cdn.lolchess.gg/upload/images/champions/Soraka_1709255871-Soraka.jpg","Soraka","3","Heavenly","","Altruist","650","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Soraka_1709174081-soraka_e.png","0/60"
"https://lolchess.gg/champions/set11/sylas","https://cdn.lolchess.gg/upload/images/champions/Sylas_1709255892-Sylas.jpg","Sylas","4","Umbral","","Bruiser","1100","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Sylas_1709175538-sylasr.png","0/40"
"https://lolchess.gg/champions/set11/syndra","https://cdn.lolchess.gg/upload/images/champions/Syndra_1709255899-Syndra.jpg","Syndra","4","Fated","","Arcanist","900","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Syndra_1709175378-syndra_q2.png","0/30"
"https://lolchess.gg/champions/set11/tahmkench","https://cdn.lolchess.gg/upload/images/champions/TahmKench_1709255908-TahmKench.jpg","Tahm Kench","3","Mythic","","Bruiser","850","45","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/TahmKench_1709175118-tahmkenchrwrapper.png","40/100"
"https://lolchess.gg/champions/set11/teemo","https://cdn.lolchess.gg/upload/images/champions/Teemo_1709255916-Teemo.jpg","Teemo","2","Fortune","","Trickshot","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Teemo_1709116166-teemo_r.png","0/30"
"https://lolchess.gg/champions/set11/thresh","https://cdn.lolchess.gg/upload/images/champions/Thresh_1709255928-Thresh.jpg","Thresh","3","Fated","","Behemoth","900","50","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Thresh_1709175259-thresh_w.png","30/90"
"https://lolchess.gg/champions/set11/tristana","https://cdn.lolchess.gg/upload/images/champions/Tristana_1709255961-Tristana.jpg","Tristana","3","Fortune","","Duelist","700","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Tristana_1709175839-tristana_w.png","40/100"
"https://lolchess.gg/champions/set11/udyr","https://cdn.lolchess.gg/upload/images/champions/Udyr_1709263347-Udyr-portrait.jpg","Udyr","5","Inkshadow","Spirit Walker","Behemoth","1050","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.95","https://cdn.lolchess.gg/upload/images/champion-skills/Udyr_1709173700-udyr_r.png","30/90"
"https://lolchess.gg/champions/set11/volibear","https://cdn.lolchess.gg/upload/images/champions/Volibear_1709255987-Volibear.jpg","Volibear","3","Inkshadow","","Duelist","900","50","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Volibear_1709176511-volibear_icon_e.png","10/60"
"https://lolchess.gg/champions/set11/monkeyking","https://cdn.lolchess.gg/upload/images/champions/MonkeyKing_1709255996-Wukong.jpg","Wukong","5","Heavenly","Sage","Great","1200","65","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/MonkeyKing_1709173979-monkeykingcrushingblow.png","0/30"
"https://lolchess.gg/champions/set11/xayah","https://cdn.lolchess.gg/upload/images/champions/Xayah_1709358334-Xayah.jpg","Xayah","5","Dragonlord","Trickshot","Lovers","900","40","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Xayah_1709174243-xayahw%20(1).png","30/100"
"https://lolchess.gg/champions/set11/yasuo","https://cdn.lolchess.gg/upload/images/champions/Yasuo_1709256005-Yasuo.jpg","Yasuo","1","Fated","","Duelist","600","45","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Yasuo_1709108701-yasuo_q1.png","0/70"
"https://lolchess.gg/champions/set11/yone","https://cdn.lolchess.gg/upload/images/champions/Yone_1709256020-Yone.jpg","Yone","3","Umbral","","Reaper","800","50","64","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Yone_1709176738-yonee.png","10/70"
"https://lolchess.gg/champions/set11/yorick","https://cdn.lolchess.gg/upload/images/champions/Yorick_1709256033-Yorick.jpg","Yorick","2","Umbral","","Behemoth","800","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Yorick_1709116432-yorick_e.png","40/80"
"https://lolchess.gg/champions/set11/zoe","https://cdn.lolchess.gg/upload/images/champions/Zoe_1709256042-Zoe.jpg","Zoe","3","Fortune","Storyweaver","Arcanist","650","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Zoe_1709177225-zoe_q2.png","0/60"
"https://lolchess.gg/champions/set11/zyra","https://cdn.lolchess.gg/upload/images/champions/Zyra_1709256049-Zyra.jpg","Zyra","2","Storyweaver","","Sage","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Zyra_1709116682-zyraq.png","30/75"
