"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set1/chogath","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Chogath.png","Cho'Gath","4","Void","Brawler","1000","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/chogath_rupture.png","50/150"
"https://lolchess.gg/champions/set1/darius","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Darius.png","Darius","1","Imperial","Knight","600","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/darius_decimate.png","0/100"
"https://lolchess.gg/champions/set1/draven","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Draven.png","Draven","4","Imperial","Blademaster","650","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/draven_spinningaxes.png","0/50"
"https://lolchess.gg/champions/set1/elise","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Elise.png","Elise","1","Demon","Shapeshifter","500","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/elise_spiderform.png","0/100"
"https://lolchess.gg/champions/set1/evelynn","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Evelynn.png","Evelynn","3","Demon","Assassin","550","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/evelynn_lastcaress.png","0/75"
"https://lolchess.gg/champions/set1/fiora","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Fiora.png","Fiora","1","Noble","Blademaster","450","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.00","https://cdn.lolchess.gg/images/tft/champion-skills/fiora_reposte.png","0/75"
"https://lolchess.gg/champions/set1/gangplank","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Gangplank.png","Gangplank","3","Pirate","Blademaster","700","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/gangplank_powderkegs.png","0/100"
"https://lolchess.gg/champions/set1/garen","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Garen.png","Garen","1","Noble","Knight","600","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/garen_judgement.png","0/100"
"https://lolchess.gg/champions/set1/gnar","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Gnar.png","Gnar","4","Yordle","Shapeshifter","700","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/gnar_gnar2.png","0/100"
"https://lolchess.gg/champions/set1/graves","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Graves.png","Graves","1","Pirate","Gunslinger","450","30","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/graves_buckshot.png","-"
"https://lolchess.gg/champions/set1/jayce","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Jayce.png","Jayce","2","Hextech","Shapeshifter","600","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/jayce_meercurycannon.png","50/100"
"https://lolchess.gg/champions/set1/jinx","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Jinx.png","Jinx","4","Hextech","Gunslinger","550","20","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/jinx_getexcited.png","-"
"https://lolchess.gg/champions/set1/kaisa","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kaisa.png","Kai'Sa","5","Void","Assassin","700","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","1.25","https://cdn.lolchess.gg/images/tft/champion-skills/kaisa_killerinstinct.png","50/125"
"https://lolchess.gg/champions/set1/karthus","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Karthus.png","Karthus","5","Phantom","Sorcerer","850","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/karthus_requiem.png","40/125"
"https://lolchess.gg/champions/set1/kassadin","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kassadin.png","Kassadin","1","Void","Sorcerer","550","35","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/kassadin_netherblade.png","-"
"https://lolchess.gg/champions/set1/katarina","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Katarina.png","Katarina","3","Imperial","Assassin","450","20","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/katarina_deathlotus.png","0/85"
"https://lolchess.gg/champions/set1/kayle","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kayle.png","Kayle","5","Noble","Knight","750","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","1.00","https://cdn.lolchess.gg/images/tft/champion-skills/kayle_divinejudgement.png","50/125"
"https://lolchess.gg/champions/set1/kennen","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kennen.png","Kennen","3","Ninja","Elementalist","550","20","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/kennen_slicingmaelstrom.png","50/150"
"https://lolchess.gg/champions/set1/khazix","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Khazix.png","Kha'Zix","1","Void","Assassin","500","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/khazix_tastetheirfear.png","0/65"
"https://lolchess.gg/champions/set1/kindred","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Kindred.png","Kindred","4","Phantom","Ranger","600","20","20","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/kindred_lambsrespite.png","50/35"
"https://lolchess.gg/champions/set1/leona","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Leona.png","Leona","4","Noble","Guardian","800","100","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/leona_solarflare.png","50/100"
"https://lolchess.gg/champions/set1/lissandra","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lissandra.png","Lissandra","2","Glacial","Elementalist","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/lissandra_frozentomb.png","0/95"
"https://lolchess.gg/champions/set1/lucian","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lucian.png","Lucian","2","Noble","Gunslinger","600","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/lucian_relentlesspersuit.png","0/35"
"https://lolchess.gg/champions/set1/lulu","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lulu.png","Lulu","2","Yordle","Sorcerer","500","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/lulu_wildgrowth.png","50/150"
"https://lolchess.gg/champions/set1/missfortune","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/MissFortune.png","Miss Fortune","5","Pirate","Gunslinger","750","20","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.95","https://cdn.lolchess.gg/images/tft/champion-skills/missfortune_bullettime.png","0/150"
"https://lolchess.gg/champions/set1/mordekaiser","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Mordekaiser.png","Mordekaiser","1","Phantom","Knight","550","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/mordekaiser_obliterate.png","50/150"
"https://lolchess.gg/champions/set1/morgana","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Morgana.png","Morgana","3","Demon","Sorcerer","650","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/morgana_hallowedground.png","50/150"
"https://lolchess.gg/champions/set1/nidalee","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Nidalee.png","Nidalee","1","Wild","Shapeshifter","500","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/nidalee_primalsurge.png","0/85"
"https://lolchess.gg/champions/set1/pantheon","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Pantheon.png","Pantheon","5","Dragon","Guardian","850","70","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/pantheon_grandstarfall.png","100/150"
"https://lolchess.gg/champions/set1/poppy","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Poppy.png","Poppy","3","Yordle","Knight","700","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/poppy_keepersverdict.png","0/75"
"https://lolchess.gg/champions/set1/pyke","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Pyke.png","Pyke","2","Pirate","Assassin","600","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/pyke_phantomundertow.png","50/125"
"https://lolchess.gg/champions/set1/reksai","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/RekSai.png","Rek'Sai","2","Void","Brawler","650","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/reksai_burrow.png","0/75"
"https://lolchess.gg/champions/set1/rengar","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Rengar.png","Rengar","3","Wild","Assassin","550","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/rengar_savagery.png","0/75"
"https://lolchess.gg/champions/set1/sejuani","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Sejuani.png","Sejuani","4","Glacial","Knight","800","40","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/sejuani_glacialprison.png","50/150"
"https://lolchess.gg/champions/set1/shen","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Shen.png","Shen","2","Ninja","Blademaster","700","30","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/shen_spiritsrefuge.png","100/150"
"https://lolchess.gg/champions/set1/shyvana","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Shyvana.png","Shyvana","3","Dragon","Shapeshifter","650","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/shyvana_dragonsdescent.png","0/85"
"https://lolchess.gg/champions/set1/swain","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Swain.png","Swain","5","Demon","Shapeshifter","850","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/swain_draconicascension.png","0/100"
"https://lolchess.gg/champions/set1/tristana","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Tristana.png","Tristana","1","Yordle","Gunslinger","500","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/tristana_explosivecharge.png","0/50"
"https://lolchess.gg/champions/set1/twistedfate","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/TwistedFate.png","Twisted Fate","2","Pirate","Sorcerer","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/twistedfate_pickacard.png","0/50"
"https://lolchess.gg/champions/set1/varus","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Varus.png","Varus","2","Demon","Ranger","550","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/varus_piercingarrow.png","0/75"
"https://lolchess.gg/champions/set1/vayne","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Vayne.png","Vayne","1","Noble","Ranger","550","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/vayne_silverbolts.png","-"
"https://lolchess.gg/champions/set1/veigar","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Veigar.png","Veigar","3","Yordle","Sorcerer","500","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/veigar_primordialburst.png","0/75"
"https://lolchess.gg/champions/set1/vi","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Vi.png","Vi","3","Hextech","Brawler","700","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/vi_assaultandbattery.png","75/150"
"https://lolchess.gg/champions/set1/volibear","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Volibear.png","Volibear","3","Glacial","Brawler","750","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/volibear_thunderclaws.png","0/75"
"https://lolchess.gg/champions/set1/warwick","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Warwick.png","Warwick","1","Wild","Brawler","650","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/warwick_infiniteduress.png","50/150"
"https://lolchess.gg/champions/set1/yasuo","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Yasuo.png","Yasuo","5","Exile","Blademaster","750","35","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.00","https://cdn.lolchess.gg/images/tft/champion-skills/yasuo_tempeststeel.png","0/25"
"https://lolchess.gg/champions/set1/zed","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Zed.png","Zed","2","Ninja","Assassin","550","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/zed_razorshuriken.png","0/75"
