"set","icon","name","cost","origin","class","class_extra","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set8/ekko","https://cdn.lolchess.gg/upload/images/champions/Ekko_1668168638-Ekko.jpg","Ekko","4","Star Guardian","Aegis","Prankster","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Ekko_1668150223-ekko_e.png","75/150"
"https://lolchess.gg/champions/set8/ezreal","https://cdn.lolchess.gg/upload/images/champions/Ezreal_1668168667-Ezreal.jpg","Ezreal","2","Underground","Recon","","550","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1668150313-ezreal_w.png","0/55"
"https://lolchess.gg/champions/set8/fiddlesticks","https://cdn.lolchess.gg/upload/images/champions/Fiddlesticks_1668168825-Fiddlesticks.jpg","Fiddlesticks","5","Threat","Corrupted","","1300","70","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Fiddlesticks_1668150190-darkharvest.png","66/66"
"https://lolchess.gg/champions/set8/fiora","https://cdn.lolchess.gg/upload/images/champions/Fiora_1668168836-Fiora.jpg","Fiora","2","Ox Force","Duelist","","800","50","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Fiora_1668150450-fiora_w.png","30/80"
"https://lolchess.gg/champions/set8/galio","https://cdn.lolchess.gg/upload/images/champions/Galio_1668167832-Galio.jpg","Galio","1","Civilian","Mascot","","650","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1668147819-galio_e%20(1).png","70/140"
"https://lolchess.gg/champions/set8/gangplank","https://cdn.lolchess.gg/upload/images/champions/Gangplank_1668167844-Gangplank.jpg","Gangplank","1","Supers","Duelist","","650","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Gangplank_1669345795-gangplank_q.png","0/50"
"https://lolchess.gg/champions/set8/janna","https://cdn.lolchess.gg/upload/images/champions/Janna_1668168692-Janna.jpg","Janna","5","Civilian","Forecaster","Spellslinger","800","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Janna_1668150178-janna_reapthewhirlwind.png","70/140"
"https://lolchess.gg/champions/set8/jax","https://cdn.lolchess.gg/upload/images/champions/Jax_1668168698-Jax.jpg","Jax","3","Mecha: PRIME","Brawler","","800","50","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Jax_1668154725-armsmaster_relentlessassault.png","-"
"https://lolchess.gg/champions/set8/jinx","https://cdn.lolchess.gg/upload/images/champions/Jinx_1668168788-Jinx.jpg","Jinx","2","Anima Squad","Prankster","","550","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1668150345-jinx_q1.png","20/80"
"https://lolchess.gg/champions/set8/kaisa","https://cdn.lolchess.gg/upload/images/champions/Kaisa_1668168711-Kaisa.jpg","Kai'Sa","3","Star Guardian","Recon","","650","25","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1668151026-kaisa_e2.png","0/60"
"https://lolchess.gg/champions/set8/kayle","https://cdn.lolchess.gg/upload/images/champions/Kayle_1668168735-Kayle.jpg","Kayle","1","Underground","Duelist","","500","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Kayle_1668149664-kayle_e2.png","0/30"
"https://lolchess.gg/champions/set8/leblanc","https://cdn.lolchess.gg/upload/images/champions/Leblanc_1668168381-Leblanc.jpg","LeBlanc","3","A.D.M.I.N.","Hacker","Spellslinger","650","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Leblanc_1668150616-leblancrq.png","0/60"
"https://lolchess.gg/champions/set8/leesin","https://cdn.lolchess.gg/upload/images/champions/LeeSin_1668168399-LeeSin.jpg","Lee Sin","2","Supers","Brawler","Heart","700","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/LeeSin_1668149956-blindmonkwone.png","0/70"
"https://lolchess.gg/champions/set8/leona","https://cdn.lolchess.gg/upload/images/champions/Leona_1668167945-Leona.jpg","Leona","5","Mecha: PRIME","Aegis","Renegade","1100","60","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Leona_1668150374-leonazenithblade.png","0/75"
"https://lolchess.gg/champions/set8/lulu","https://cdn.lolchess.gg/upload/images/champions/Lulu_1668168372-Lulu.jpg","Lulu","1","Gadgeteen","Heart","","500","15","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lulu_1668148930-lulu_commandpix%20(1).png","0/50"
"https://lolchess.gg/champions/set8/lux","https://cdn.lolchess.gg/upload/images/champions/Lux_1668167927-Lux.jpg","Lux","1","Star Guardian","Spellslinger","","500","15","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1660816830-luxlightstrikekugel.png","0/60"
"https://lolchess.gg/champions/set8/malphite","https://cdn.lolchess.gg/upload/images/champions/Malphite_1668168421-Malphite.jpg","Malphite","2","Supers","Mascot","","800","45","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Malphite_1668149998-malphite_groundslam.png","40/80"
"https://lolchess.gg/champions/set8/missfortune","https://cdn.lolchess.gg/upload/images/champions/MissFortune_1668168442-MissFortune.jpg","MissFortune","4","Anima Squad","Ace","","750","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/MissFortune_1668150352-missfortune_r.png","0/105"
"https://lolchess.gg/champions/set8/mordekaiser","https://cdn.lolchess.gg/upload/images/champions/Mordekaiser_1668168435-Mordekaiser.jpg","Mordekaiser","5","LaserCorps","Ace","","1100","70","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Mordekaiser_1668150361-mordekaiserr.png","60/150"
"https://lolchess.gg/champions/set8/nasus","https://cdn.lolchess.gg/upload/images/champions/Nasus_1668167855-Nasus.jpg","Nasus","1","Anima Squad","Mascot","","650","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Nasus_1668148477-nasus_q%20(1).png","0/60"
"https://lolchess.gg/champions/set8/nilah","https://cdn.lolchess.gg/upload/images/champions/Nilah_1668167902-Nilah.jpg","Nilah","3","Star Guardian","Duelist","","800","50","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Nilah_1668150522-nilahr.nilah.png","50/125"
"https://lolchess.gg/champions/set8/nunu","https://cdn.lolchess.gg/upload/images/champions/Nunu_1668167875-Nunu.jpg","Nunu","5","Gadgeteen","Mascot","","1337","60","0","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.20","https://cdn.lolchess.gg/upload/images/champion-skills/Nunu_1668150393-nunuw1.png","0/90"
"https://lolchess.gg/champions/set8/poppy","https://cdn.lolchess.gg/upload/images/champions/Poppy_1668168526-Poppy.jpg","Poppy","1","Gadgeteen","Defender","","650","45","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1668148999-poppy_passive%20(1)%20(1).png","40/80"
"https://lolchess.gg/champions/set8/rammus","https://cdn.lolchess.gg/upload/images/champions/Rammus_1668167920-Rammus.jpg","Rammus","3","Threat","","","950","55","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Rammus_1668150574-armordillo_recklesscharge.png","60/120"
"https://lolchess.gg/champions/set8/rell","https://cdn.lolchess.gg/upload/images/champions/Rell_1668168355-Rell.jpg","Rell","2","Star Guardian","Defender","","800","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Rell_1660816811-relle.png","80/160"
"https://lolchess.gg/champions/set8/renekton","https://cdn.lolchess.gg/upload/images/champions/Renekton_1668167936-Renekton.jpg","Renekton","1","LaserCorps","Brawler","","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Renekton_1668148666-renekton_r%20(1).png","0/50"
"https://lolchess.gg/champions/set8/riven","https://cdn.lolchess.gg/upload/images/champions/Riven_1668168390-Riven.jpg","Riven","3","Anima Squad","Brawler","Defender","700","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Riven_1668150672-rivenbladeoftheexile.png","30/90"
"https://lolchess.gg/champions/set8/samira","https://cdn.lolchess.gg/upload/images/champions/Samira_1668168533-Samira.jpg","Samira","4","Underground","Ace","Sureshot","700","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Samira_1668150326-samirap.png","0/75"
"https://lolchess.gg/champions/set8/sejuani","https://cdn.lolchess.gg/upload/images/champions/Sejuani_1668168560-Sejuani.jpg","Sejuani","4","LaserCorps","Brawler","","1000","70","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Sejuani_1668150316-sejuani_e.png","80/180"
"https://lolchess.gg/champions/set8/senna","https://cdn.lolchess.gg/upload/images/champions/Senna_1668168549-Senna.jpg","Senna","3","LaserCorps","Sureshot","","650","25","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Senna_1668150815-senna_q.png","0/80"
"https://lolchess.gg/champions/set8/sett","https://cdn.lolchess.gg/upload/images/champions/Sett_1668168568-Sett.jpg","Sett","4","Mecha: PRIME","Defender","","1000","60","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1668150302-sett_w.png","80/180"
"https://lolchess.gg/champions/set8/sivir","https://cdn.lolchess.gg/upload/images/champions/Sivir_1668168593-Sivir.jpg","Sivir","2","Civilian","Sureshot","","600","20","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Sivir_1668150082-sivir_q.png","0/70"
"https://lolchess.gg/champions/set8/sona","https://cdn.lolchess.gg/upload/images/champions/Sona_1668168576-Sona.jpg","Sona","3","Underground","Heart","Spellslinger","650","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Sona_1668150850-sona_q.png","0/40"
"https://lolchess.gg/champions/set8/soraka","https://cdn.lolchess.gg/upload/images/champions/Soraka_1668168584-Soraka.jpg","Soraka","4","A.D.M.I.N.","Heart","","750","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Soraka_1668150291-soraka_q.png","0/40"
"https://lolchess.gg/champions/set8/sylas","https://cdn.lolchess.gg/upload/images/champions/Sylas_1668168543-Sylas.jpg","Sylas","1","Anima Squad","Renegade","","700","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Sylas_1668149466-sylasq.png","30/80"
"https://lolchess.gg/champions/set8/syndra","https://cdn.lolchess.gg/upload/images/champions/Syndra_1668168599-Syndra.jpg","Syndra","5","Star Guardian","Heart","","850","40","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Syndra_1668150277-syndraw2.png","70/125"
"https://lolchess.gg/champions/set8/taliyah","https://cdn.lolchess.gg/upload/images/champions/Taliyah_1668168820-Taliyah.jpg","Taliyah","4","Star Guardian","Spellslinger","","700","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Taliyah_1668149935-taliyah_r.png","0/90"
"https://lolchess.gg/champions/set8/talon","https://cdn.lolchess.gg/upload/images/champions/Talon_1668168811-Talon.jpg","Talon","1","Ox Force","Renegade","","600","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Talon_1668149849-talonq.png","0/70"
"https://lolchess.gg/champions/set8/urgot","https://cdn.lolchess.gg/upload/images/champions/Urgot_1668168652-Urgot.jpg","Urgot","5","Threat","","","1000","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","1.00","https://cdn.lolchess.gg/upload/images/champion-skills/Urgot_1668151567-namir.png","75/175"
"https://lolchess.gg/champions/set8/vayne","https://cdn.lolchess.gg/upload/images/champions/Vayne_1668168465-Vayne.jpg","Vayne","3","Anima Squad","Duelist","Recon","600","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Vayne_1668150714-vayne_condemn.png","0/40"
"https://lolchess.gg/champions/set8/velkoz","https://cdn.lolchess.gg/upload/images/champions/Velkoz_1668168479-Velkoz.jpg","Velkoz","3","Threat","","","750","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Velkoz_1668150762-velkoz_w.png","0/70"
"https://lolchess.gg/champions/set8/vi","https://cdn.lolchess.gg/upload/images/champions/Vi_1668168449-Vi.jpg","Vi","2","Underground","Aegis","Brawler","700","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Vi_1668150046-viw.png","0/80"
"https://lolchess.gg/champions/set8/viego","https://cdn.lolchess.gg/upload/images/champions/Viego_1668168492-Viego.jpg","Viego","4","Ox Force","Renegade","","950","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Viego_1668144400-viego_r.png","0/50"
"https://lolchess.gg/champions/set8/monkeyking","https://cdn.lolchess.gg/upload/images/champions/MonkeyKing_1668168644-Wukong.jpg","Wukong","1","Mecha: PRIME","Defender","","650","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/MonkeyKing_1668149530-monkeykingcyclone.png","50/100"
"https://lolchess.gg/champions/set8/yasuo","https://cdn.lolchess.gg/upload/images/champions/Yasuo_1668168633-Yasuo.jpg","Yasuo","2","LaserCorps","Duelist","","750","40","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Yasuo_1668150128-yasuo_q3.png","0/80"
"https://lolchess.gg/champions/set8/yuumi","https://cdn.lolchess.gg/upload/images/champions/Yuumi_1668168657-Yuumi.jpg","Yuumi","2","Star Guardian","Heart","Mascot","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Yuumi_1668150196-yuumiq2.png","0/50"
"https://lolchess.gg/champions/set8/zac","https://cdn.lolchess.gg/upload/images/champions/Zac_1668168679-Zac.jpg","Zac","4","Threat","","","1050","65","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Zac_1668150204-zacw.png","0/100"
"https://lolchess.gg/champions/set8/zed","https://cdn.lolchess.gg/upload/images/champions/Zed_1668168704-Zed.jpg","Zed","4","LaserCorps","Duelist","Hacker","1000","45","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Zed_1668150168-shadowninja_r.png","0/40"
"https://lolchess.gg/champions/set8/zoe","https://cdn.lolchess.gg/upload/images/champions/Zoe_1668168742-Zoe.jpg","Zoe","3","Gadgeteen","Hacker","Prankster","850","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Zoe_1668150934-zoe_e.png","0/30"
