"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set4.5/shen","https://cdn.lolchess.gg/images/tft/champions/set4.5/Shen.png","Shen","4","Ninja","Adept","950","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/shen_shadowdash.png","50/100"
"https://lolchess.gg/champions/set4.5/shyvana","https://cdn.lolchess.gg/images/tft/champions/set4.5/Shyvana.png","Shyvana","3","Dragonsoul","Brawler","700","35","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/shyvana_dragonsdescent.png","0/75"
"https://lolchess.gg/champions/set4.5/sivir","https://cdn.lolchess.gg/images/tft/champions/set4.5/Sivir.png","Sivir","3","Cultist","Sharpshooter","650","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/sivir_onthehunt.png","0/70"
"https://lolchess.gg/champions/set4.5/swain","https://cdn.lolchess.gg/images/tft/champions/set4.5/Swain.png","Swain","5","Dragonsoul","Syphoner","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/swain_draconicascension.png","40/100"
"https://lolchess.gg/champions/set4.5/tahmkench","https://cdn.lolchess.gg/images/tft/champions/set4.5/Tahmkench.png","Tahm Kench","1","Fortune","Brawler","700","40","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/tahmkench_thickskin.png","-"
"https://lolchess.gg/champions/set4.5/talon","https://cdn.lolchess.gg/images/tft/champions/set4.5/Talon.png","Talon","4","Enlightened","Assassin","800","30","95","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/talon_truestrike.png","0/40"
"https://lolchess.gg/champions/set4.5/teemo","https://cdn.lolchess.gg/images/tft/champions/set4.5/Teemo.png","Teemo","2","Spirit","Sharpshooter","500","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/teemo_sporeclouddart.png","0/60"
"https://lolchess.gg/champions/set4.5/tristana","https://cdn.lolchess.gg/images/tft/champions/set4.5/Tristana.png","Tristana","1","Dragonsoul","Sharpshooter","500","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/tristana_rapidfire.png","0/40"
"https://lolchess.gg/champions/set4.5/tryndamere","https://cdn.lolchess.gg/images/tft/champions/set4.5/Tryndamere.png","Tryndamere","4","Warlord","Duelist","850","60","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/tryndamere_spinningslash.png","60/100"
"https://lolchess.gg/champions/set4.5/twistedfate","https://cdn.lolchess.gg/images/tft/champions/set4.5/Twistedfate.png","TwistedFate","1","Cultist","Mage","550","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/twistedfate_wildcards.png","0/70"
"https://lolchess.gg/champions/set4.5/veigar","https://cdn.lolchess.gg/images/tft/champions/set4.5/Veigar.png","Veigar","3","Elderwood","Mage","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/veigar_darkblossom.png","0/55"
"https://lolchess.gg/champions/set4.5/vi","https://cdn.lolchess.gg/images/tft/champions/set4.5/Vi.png","Vi","2","Warlord","Brawler","700","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/vi_dentingblow.png","0/50"
"https://lolchess.gg/champions/set4.5/vladimir","https://cdn.lolchess.gg/images/tft/champions/set4.5/Vladimir.png","Vladimir","2","Cultist","Syphoner","750","40","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/vladimir_transfusion.png","0/60"
"https://lolchess.gg/champions/set4.5/monkeyking","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/MonkeyKing.png","Wukong","1","Divine","Vanguard","650","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/monkeyking_crushingblow.png","0/50"
"https://lolchess.gg/champions/set4.5/xayah","https://cdn.lolchess.gg/images/tft/champions/set4.5/Xayah.png","Xayah","4","Elderwood","Executioner","600","20","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/xayah_featherstorm.png","70/130"
"https://lolchess.gg/champions/set4.5/yasuo","https://cdn.lolchess.gg/images/tft/champions/set4.5/Yasuo.png","Yasuo","1","Exile","Duelist","550","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/yasuo_strikingsteel.png","0/45"
"https://lolchess.gg/champions/set4.5/yone","https://cdn.lolchess.gg/images/tft/champions/set4.5/Yone.png","Yone","5","Exile","Adept","950","40","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.95","https://cdn.lolchess.gg/images/tft/champion-skills/yone_sealfate.png","0/60"
"https://lolchess.gg/champions/set4.5/yuumi","https://cdn.lolchess.gg/images/tft/champions/set4.5/Yuumi.png","Yuumi","3","Spirit","Mystic","650","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/yuumi_zoomies.png","0/40"
"https://lolchess.gg/champions/set4.5/zed","https://cdn.lolchess.gg/images/tft/champions/set4.5/Zed.png","Zed","2","Ninja","Slayer","600","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/zed_contemptfortheweak.png","-"
"https://lolchess.gg/champions/set4.5/zilean","https://cdn.lolchess.gg/images/tft/champions/set4.5/Zilean.png","Zilean","5","Cultist","Mystic","750","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/zilean_rewindfate.png","100/150"
