"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana","class_extra"
"https://lolchess.gg/champions/set7.5/idas","https://cdn.lolchess.gg/upload/images/champions/Idas_1653029461.png","Idas","7","Shimmerscale","Dragon","950","60","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Idas_1653184194.png","80/160","Guardian"
"https://lolchess.gg/champions/set7.5/jax","https://cdn.lolchess.gg/upload/images/champions/Jax_1661160884-Jax.jpg","Jax","2","Jade","Bruiser","750","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Jax_1660872269-armsmaster_coupdegrace.png","70/140","Shimmerscale"
"https://lolchess.gg/champions/set7.5/jayce","https://cdn.lolchess.gg/upload/images/champions/Jayce_1661160949-Jayce.jpg","Jayce","4","Guild","Shapeshifter","900","25","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Jayce_1660872472-jayce_q1.png","0/60",""
"https://lolchess.gg/champions/set7.5/kaisa","https://cdn.lolchess.gg/upload/images/champions/Kaisa_1661160931-Kai%E2%80%99sa.jpg","Kai'sa","2","Lagoon","Dragonmancer","550","25","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1660872398-kaisa_q.png","0/45",""
"https://lolchess.gg/champions/set7.5/karma","https://cdn.lolchess.gg/upload/images/champions/Karma_1653030340.png","Karma","1","Jade","Dragonmancer","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/KarmaQ.png","0/50",""
"https://lolchess.gg/champions/set7.5/leesin","https://cdn.lolchess.gg/upload/images/champions/LeeSin_1653029760.png","Lee Sin","3","Tempest","Dragonmancer","800","50","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/BlindMonkRKick.png","30/90",""
"https://lolchess.gg/champions/set7.5/leona","https://cdn.lolchess.gg/upload/images/champions/Leona_1653029737.png","Leona","1","Mirage","Guardian","650","45","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/LeonaSolarBarrier.png","40/80",""
"https://lolchess.gg/champions/set7.5/lillia","https://cdn.lolchess.gg/upload/images/champions/Lillia_1653029767.png","Lillia","2","Scalescorn","Cavalier","750","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/LilliaW.png","0/50","Mage"
"https://lolchess.gg/champions/set7.5/lux","https://cdn.lolchess.gg/upload/images/champions/Lux_1661161022-Lux.jpg","Lux","2","Astral","Mage","600","20","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1660816830-luxlightstrikekugel.png","0/60",""
"https://lolchess.gg/champions/set7.5/malphite","https://cdn.lolchess.gg/upload/images/champions/Malphite_1661161013-Malphite.jpg","Malphite","1","Lagoon","Bruiser","700","40","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Malphite_1660816769-malphite_graniteshield.png","90/90",""
"https://lolchess.gg/champions/set7.5/nasus","https://cdn.lolchess.gg/upload/images/champions/Nasus_1661161028-Nasus.jpg","Nasus","1","Shimmerscale","Guardian","600","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Nasus_1660816356-nasus_r.png","30/90",""
"https://lolchess.gg/champions/set7.5/nidalee","https://cdn.lolchess.gg/upload/images/champions/Nidalee_1653029698.png","Nidalee","1","Astral","Shapeshifter","600","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/PrimalSurge.png","0/50",""
"https://lolchess.gg/champions/set7.5/nilah","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Nilah.png","Nilah","4","Lagoon","Assassin","800","45","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Nilah_1660815997-nilahe.nilah.png","0/50",""
"https://lolchess.gg/champions/set7.5/nomsy","https://cdn.lolchess.gg/upload/images/champions/Nomsy_1661160913-Nomsy.jpg","Nomsy","6","Prodigy","Dragon","650","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Nomsy_1660816465-brandpyroclasm.png","0/90",""
"https://lolchess.gg/champions/set7.5/nunu","https://cdn.lolchess.gg/upload/images/champions/Nunu_1653029687.png","Nunu","3","Mirage","Cavalier","850","50","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/NunuQ.png","40/100",""
"https://lolchess.gg/champions/set7.5/olaf","https://cdn.lolchess.gg/upload/images/champions/Olaf_1653030240.png","Olaf","3","Scalescorn","Bruiser","800","50","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/OlafRecklessStrike.png","30/100","Warrior"
"https://lolchess.gg/champions/set7.5/pantheon","https://cdn.lolchess.gg/upload/images/champions/Pantheon_1661160893-Pantheon.jpg","Pantheon","4","Whispers","Warrior","1000","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Pantheon_1660872496-pantheon_e2.png","30/60",""
"https://lolchess.gg/champions/set7.5/qiyana","https://cdn.lolchess.gg/upload/images/champions/Qiyana_1653030385.png","Qiyana","2","Tempest","Assassin","700","35","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Qiyana_1653006316.png","30/90",""
"https://lolchess.gg/champions/set7.5/rakan","https://cdn.lolchess.gg/upload/images/champions/Rakan_1661161005-Rakan.jpg","Rakan","3","Ragewing","Guardian","800","50","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Rakan_1660816615-rakan_r.png","15/75","Mystic"
"https://lolchess.gg/champions/set7.5/rell","https://cdn.lolchess.gg/upload/images/champions/Rell_1661160999-Rell.jpg","Rell","2","Darkflight","Cavalier","700","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Rell_1660816811-relle.png","0/70",""
"https://lolchess.gg/champions/set7.5/rengar","https://cdn.lolchess.gg/upload/images/champions/Rengar_1661161045-Rengar.jpg","Rengar","3","Darkflight","Assassin","700","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Rengar_1660816792-rengarqemp.png","70/140",""
"https://lolchess.gg/champions/set7.5/sejuani","https://cdn.lolchess.gg/upload/images/champions/Sejuani_1653029956.png","Sejuani","1","Guild","Cavalier","650","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/SejuaniW.png","25/75",""
"https://lolchess.gg/champions/set7.5/senna","https://cdn.lolchess.gg/upload/images/champions/Senna_1653029893.png","Senna","1","Ragewing","Cannoneer","500","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/SennaW.png","15/75",""
"https://lolchess.gg/champions/set7.5/seraphine","https://cdn.lolchess.gg/upload/images/champions/Seraphine_1661160986-Seraphine.jpg","Seraphine","3","Lagoon","Evoker","750","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Seraphine_1660816748-seraphine_w1.png","100/175","Mystic"
"https://lolchess.gg/champions/set7.5/sett","https://cdn.lolchess.gg/upload/images/champions/Sett_1653030015.png","Sett","1","Ragewing","Dragonmancer","650","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/SettQ.png","30/60",""
"https://lolchess.gg/champions/set7.5/shiohyu","https://cdn.lolchess.gg/upload/images/champions/ShiOhYu_1653187776.png","Shi Oh Yu","7","Jade","Dragon","850","60","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/ShiOhYu_1653184508.png","30/100","Mystic"
"https://lolchess.gg/champions/set7.5/shyvana","https://cdn.lolchess.gg/upload/images/champions/Shyvana_1653030108.png","Shyvana","8","Ragewing","Dragon","900","70","120","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/ShyvanaTransformCast.png","15/60","Shapeshifter"
"https://lolchess.gg/champions/set7.5/skarner","https://cdn.lolchess.gg/upload/images/champions/Skarner_1653030158.png","Skarner","1","Astral","Bruiser","650","45","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/SkarnerExoskeleton.png","40/90",""
"https://lolchess.gg/champions/set7.5/sohm","https://cdn.lolchess.gg/upload/images/champions/Sohm_1660918930-Sohm.jpg","Sohm","7","Lagoon","Dragon","800","30","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Sohm_1660816993-nilahq.nilah.png","0/40","Mage"
"https://lolchess.gg/champions/set7.5/soraka","https://cdn.lolchess.gg/upload/images/champions/Soraka_1653030051.png","Soraka","5","Jade","Starcaller","800","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/SorakaR.png","100/200",""
"https://lolchess.gg/champions/set7.5/syfen","https://cdn.lolchess.gg/upload/images/champions/Syfen_1653029452.png","Sy'fen","7","Whispers","Bruiser","900","60","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Syfen_1653184340.png","100/170","Dragon"
"https://lolchess.gg/champions/set7.5/sylas","https://cdn.lolchess.gg/upload/images/champions/Sylas_1653029846.png","Sylas","3","Whispers","Bruiser","800","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/passive/SylasP.png","60/120","Mage"
"https://lolchess.gg/champions/set7.5/taliyah","https://cdn.lolchess.gg/upload/images/champions/Taliyah_1661160902-Taliyah.jpg","Taliyah","1","Lagoon","Mage","550","15","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Taliyah_1660872423-taliyah_q.png","0/60",""
"https://lolchess.gg/champions/set7.5/terra","https://cdn.lolchess.gg/upload/images/champions/Terra_1660918949-Terra.jpg","Terra","8","Monolith","Dragon","1050","100","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Terra_1660872449-taliyah_e.png","30/70",""
"https://lolchess.gg/champions/set7.5/twitch","https://cdn.lolchess.gg/upload/images/champions/Twitch_1653030423.png","Twitch","2","Guild","Swiftshot","550","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/TwitchVenomCask.png","40/80",""
"https://lolchess.gg/champions/set7.5/swain","https://cdn.lolchess.gg/upload/images/champions/Swain_1661160992-Swain,%20Dragon%20Tyrant.jpg","Tyrant Swain","7","Darkflight","Dragon","900","70","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Swain_1660816670-swain_p.png","60/120",""
"https://lolchess.gg/champions/set7.5/varus","https://cdn.lolchess.gg/upload/images/champions/Varus_1653029781.png","Varus","3","Astral","Swiftshot","650","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/VarusR.png","75/150",""
"https://lolchess.gg/champions/set7.5/vladimir","https://cdn.lolchess.gg/upload/images/champions/Vladimir_1653029808.png","Vladimir","1","Astral","Mage","700","45","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/VladimirQ.png","0/70",""
"https://lolchess.gg/champions/set7.5/volibear","https://cdn.lolchess.gg/upload/images/champions/Volibear_1653029788.png","Volibear","3","Shimmerscale","Dragonmancer","800","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/passive/Volibear_Icon_P.png","0/40",""
"https://lolchess.gg/champions/set7.5/monkeyking","https://cdn.lolchess.gg/upload/images/champions/MonkeyKing_1661160962-Wukong.jpg","Wukong","1","Jade","Warrior","650","45","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/MonkeyKing_1660872185-monkeykingcrushingblow.png","0/60",""
"https://lolchess.gg/champions/set7.5/xayah","https://cdn.lolchess.gg/upload/images/champions/Xayah_1653030304.png","Xayah","4","Ragewing","Swiftshot","750","25","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/XayahW.png","0/60",""
"https://lolchess.gg/champions/set7.5/yasuo","https://cdn.lolchess.gg/upload/images/champions/Yasuo_1653030213.png","Yasuo","5","Mirage","Dragonmancer","1000","50","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.00","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/YasuoE.png","0/25","Warrior"
"https://lolchess.gg/champions/set7.5/yone","https://cdn.lolchess.gg/upload/images/champions/Yone_1653030248.png","Yone","2","Mirage","Warrior","800","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/passive/YonePassive.png","-",""
"https://lolchess.gg/champions/set7.5/zac","https://cdn.lolchess.gg/upload/images/champions/Zac_1661160939-Zac.jpg","Zac","2","Lagoon","Guardian","800","45","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Zac_1660872248-zacw.png","0/60",""
"https://lolchess.gg/champions/set7.5/zeri","https://cdn.lolchess.gg/upload/images/champions/Zeri_1661160923-Zeri.jpg","Zeri","3","Lagoon","Cannoneer","600","20","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Zeri_1660872288-zeriw.zeri.png","20/70",""
"https://lolchess.gg/champions/set7.5/zippy","https://cdn.lolchess.gg/upload/images/champions/Zippy_1664508034-Zippy_1661407350-tft7_zippy_square.tft_set7_stage2.png","Zippy","6","Guild","Dragon","800","50","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Zippy_1660875544-SkaarlSquare.webp","40/100",""
"https://lolchess.gg/champions/set7.5/zoe","https://cdn.lolchess.gg/upload/images/champions/Zoe_1653030312.png","Zoe","5","Shimmerscale","Mage","800","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://ddragon.leagueoflegends.com/cdn/12.13.1/img/spell/ZoeW.png","40/110","Spell Thief"
"https://lolchess.gg/champions/set7.5/zyra","https://cdn.lolchess.gg/upload/images/champions/Zyra_1661160955-Zyra.jpg","Zyra","2","Whispers","Evoker","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Zyra_1660872225-zyraq%20(2).png","50/125",""
