"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set5.5/gragas","https://cdn.lolchess.gg/upload/images/champions/Gragas_1657240350.png","Gragas","1","Dawnbringer","Brawler","750","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Gragas_1657243940.png","40/70"
"https://lolchess.gg/champions/set5.5/gwen","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Gwen.png","Gwen","5","Inanimate","Mystic","950","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Gwen_1657243572.png","0/20"
"https://lolchess.gg/champions/set5.5/hecarim","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Hecarim.png","Hecarim","2","Forgotten","Cavalier","750","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Hecarim_1657244521.png","75/125"
"https://lolchess.gg/champions/set5.5/heimerdinger","https://cdn.lolchess.gg/upload/images/champions/Heimerdinger_1657241012.png","Heimerdinger","5","Draconic","Caretaker","800","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Heimerdinger_1657244510.png","0/140"
"https://lolchess.gg/champions/set5.5/irelia","https://cdn.lolchess.gg/upload/images/champions/Irelia_1657241022.png","Irelia","2","Sentinel","Legionnaire","750","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Irelia_1657244394.png","40/80"
"https://lolchess.gg/champions/set5.5/ivern","https://cdn.lolchess.gg/upload/images/champions/Ivern_1657240833.png","Ivern","4","Revenant","Invoker","950","50","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Ivern_1657244332.png","100/180"
"https://lolchess.gg/champions/set5.5/jax","https://cdn.lolchess.gg/upload/images/champions/Jax_1657240907.png","Jax","4","Ironclad","Skirmisher","950","50","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Jax_1657244405.png","0/20"
"https://lolchess.gg/champions/set5.5/kalista","https://cdn.lolchess.gg/upload/images/champions/Kalista_1657240929.png","Kalista","1","Abomination","Legionnaire","500","15","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kalista_1657244444.png","0/120"
"https://lolchess.gg/champions/set5.5/karma","https://cdn.lolchess.gg/upload/images/champions/Karma_1657240918.png","Karma","4","Dawnbringer","Invoker","750","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Karma_1657244425.png","0/50"
"https://lolchess.gg/champions/set5.5/kayle","https://cdn.lolchess.gg/upload/images/champions/Kayle_1657240946.png","Kayle","5","Redeemed","Legionnaire","800","25","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","1.15","https://cdn.lolchess.gg/upload/images/champion-skills/Kayle_1657244461.png","0/5"
"https://lolchess.gg/champions/set5.5/kennen","https://cdn.lolchess.gg/upload/images/champions/Kennen_1657240941.png","Kennen","2","Hellion","Skirmisher","600","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Kennen_1657244452.png","60/125"
"https://lolchess.gg/champions/set5.5/khazix","https://cdn.lolchess.gg/upload/images/champions/Khazix_1657240923.png","Khazix","1","Dawnbringer","Assassin","500","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Khazix_1657244434.png","0/60"
"https://lolchess.gg/champions/set5.5/kled","https://cdn.lolchess.gg/upload/images/champions/Kled_1657240954.png","Kled","1","Hellion","Cavalier","400","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kled_1657244470.png","-"
"https://lolchess.gg/champions/set5.5/leesin","https://cdn.lolchess.gg/upload/images/champions/LeeSin_1657240674.png","LeeSin","3","Nightbringer","Skirmisher","800","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/LeeSin_1657244138.png","30/80"
"https://lolchess.gg/champions/set5.5/leona","https://cdn.lolchess.gg/upload/images/champions/Leona_1657240643.png","Leona","1","Redeemed","Knight","700","40","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Leona_1657244079.png","40/80"
"https://lolchess.gg/champions/set5.5/lucian","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lucian.png","Lucian","4","Sentinel","Cannoneer","700","25","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Lucian_1657244098.png","0/50"
"https://lolchess.gg/champions/set5.5/lulu","https://cdn.lolchess.gg/upload/images/champions/Lulu_1657240662.png","Lulu","3","Hellion","Mystic","650","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lulu_1657244110.png","60/120"
"https://lolchess.gg/champions/set5.5/lux","https://cdn.lolchess.gg/upload/images/champions/Lux_1657240633.png","Lux","3","Redeemed","Mystic","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1657244066.png","40/80"
"https://lolchess.gg/champions/set5.5/missfortune","https://cdn.lolchess.gg/upload/images/champions/MissFortune_1657240754.png","MissFortune","3","Forgotten","Cannoneer","700","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/MissFortune_1657244164.png","20/70"
"https://lolchess.gg/champions/set5.5/nautilus","https://cdn.lolchess.gg/upload/images/champions/Nautilus_1657240364.png","Nautilus","2","Ironclad","Knight","750","45","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Nautilus_1657243953.png","50/120"
"https://lolchess.gg/champions/set5.5/nidalee","https://cdn.lolchess.gg/upload/images/champions/Nidalee_1657240442.png","Nidalee","3","Dawnbringer","Skirmisher","750","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Nidalee_1657243986.png","0/60"
"https://lolchess.gg/champions/set5.5/nocturne","https://cdn.lolchess.gg/upload/images/champions/Nocturne_1657240427.png","Nocturne","3","Revenant","Assassin","650","30","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Nocturne_1657243965.png","-"
"https://lolchess.gg/champions/set5.5/nunu","https://cdn.lolchess.gg/upload/images/champions/Nunu_1657240434.png","Nunu","3","Abomination","Brawler","900","45","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Nunu_1657243976.png","30/90"
"https://lolchess.gg/champions/set5.5/olaf","https://cdn.lolchess.gg/upload/images/champions/Olaf_1657240872.png","Olaf","1","Sentinel","Skirmisher","650","35","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Olaf_1657244377.png","-"
"https://lolchess.gg/champions/set5.5/poppy","https://cdn.lolchess.gg/upload/images/champions/Poppy_1657240798.png","Poppy","1","Hellion","Knight","600","40","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1657244258.png","50/70"
"https://lolchess.gg/champions/set5.5/pyke","https://cdn.lolchess.gg/upload/images/champions/Pyke_1657241028.png","Pyke","2","Sentinel","Assassin","650","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Pyke_1657244491.png","60/120"
"https://lolchess.gg/champions/set5.5/rakan","https://cdn.lolchess.gg/upload/images/champions/Rakan_1657240627.png","Rakan","3","Sentinel","Renewer","800","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Rakan_1657244056.png","40/80"
"https://lolchess.gg/champions/set5.5/rell","https://cdn.lolchess.gg/upload/images/champions/Rell_1657240652.png","Rell","4","Ironclad","Cavalier","900","60","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Rell_1657244089.png","80/150"
"https://lolchess.gg/champions/set5.5/riven","https://cdn.lolchess.gg/upload/images/champions/Riven_1657240682.png","Riven","3","Dawnbringer","Legionnaire","800","35","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Riven_1657244151.png","0/40"
"https://lolchess.gg/champions/set5.5/sejuani","https://cdn.lolchess.gg/upload/images/champions/Sejuani_1657240803.png","Sejuani","2","Nightbringer","Brawler","750","45","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Sejuani_1657244277.png","20/80"
"https://lolchess.gg/champions/set5.5/senna","https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Senna.png","Senna","1","Sentinel","Cannoneer","500","15","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Senna_1657244267.png","40/80"
"https://lolchess.gg/champions/set5.5/sett","https://cdn.lolchess.gg/upload/images/champions/Sett_1657240809.png","Sett","2","Draconic","Brawler","800","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1657244287.png","0/50"
"https://lolchess.gg/champions/set5.5/soraka","https://cdn.lolchess.gg/upload/images/champions/Soraka_1657240820.png","Soraka","2","Dawnbringer","Renewer","550","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Soraka_1657244296.png","40/80"
"https://lolchess.gg/champions/set5.5/syndra","https://cdn.lolchess.gg/upload/images/champions/Syndra_1657240826.png","Syndra","2","Redeemed","Invoker","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Syndra_1657244315.png","50/90"
"https://lolchess.gg/champions/set5.5/teemo","https://cdn.lolchess.gg/upload/images/champions/Teemo_1657240990.png","Teemo","5","Hellion","Cruel","800","30","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Teemo_1657244481.png","30/60"
"https://lolchess.gg/champions/set5.5/thresh","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Thresh.png","Thresh","2","Forgotten","Knight","800","40","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Thresh_1657244324.png","80/120"
"https://lolchess.gg/champions/set5.5/tristana","https://cdn.lolchess.gg/upload/images/champions/Tristana_1657240985.png","Tristana","2","Hellion","Cannoneer","550","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Tristana_1657242177.png","60/125"
"https://lolchess.gg/champions/set5.5/udyr","https://cdn.lolchess.gg/upload/images/champions/Udyr_1657240877.png","Udyr","1","Draconic","Skirmisher","700","30","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Udyr_1657244385.png","30/40"
"https://lolchess.gg/champions/set5.5/varus","https://cdn.lolchess.gg/upload/images/champions/Varus_1657240760.png","Varus","2","Redeemed","Ranger","600","20","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Varus_1657244172.png","0/60"
"https://lolchess.gg/champions/set5.5/vayne","https://cdn.lolchess.gg/upload/images/champions/Vayne_1657240767.png","Vayne","1","Forgotten","Ranger","500","15","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Vayne_1657244181.png","-"
"https://lolchess.gg/champions/set5.5/velkoz","https://cdn.lolchess.gg/upload/images/champions/Velkoz_1657240772.png","Vel'koz","4","Redeemed","Spellweaver","700","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Velkoz_1657244192.png","0/90"
"https://lolchess.gg/champions/set5.5/viego","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Viego.png","Viego","5","Forgotten","Assassin","1000","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.00","https://cdn.lolchess.gg/upload/images/champion-skills/Viego_1657244249.png","0/40"
"https://lolchess.gg/champions/set5.5/vladimir","https://cdn.lolchess.gg/upload/images/champions/Vladimir_1657240792.png","Vladimir","1","Nightbringer","Renewer","700","35","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Vladimir_1657244236.png","0/80"
"https://lolchess.gg/champions/set5.5/volibear","https://cdn.lolchess.gg/upload/images/champions/Volibear_1657240777.png","Volibear","5","Revenant","Brawler","1000","60","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Volibear_1657244203.png","110/200"
"https://lolchess.gg/champions/set5.5/yasuo","https://cdn.lolchess.gg/upload/images/champions/Yasuo_1657240855.png","Yasuo","3","Nightbringer","Legionnaire","800","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Yasuo_1657244366.png","0/40"
"https://lolchess.gg/champions/set5.5/ziggs","https://cdn.lolchess.gg/upload/images/champions/Ziggs_1657240912.png","Ziggs","1","Hellion","Spellweaver","450","15","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Ziggs_1657244417.png","0/40"
"https://lolchess.gg/champions/set5.5/zyra","https://cdn.lolchess.gg/upload/images/champions/Zyra_1657240902.png","Zyra","3","Draconic","Spellweaver","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Zyra_1657243890.png","40/100"
