"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana","class_extra"
"https://lolchess.gg/champions/set6/fiora","https://cdn.lolchess.gg/upload/images/champions/Fiora_1634785720.png","Fiora","4","Enforcer","Challenger","850","40","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Fiora_1643855733.png","60/140",""
"https://lolchess.gg/champions/set6/galio","https://cdn.lolchess.gg/upload/images/champions/Galio_1634784242.png","Galio","5","Socialite","Bodyguard","1800","70","110","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1643853936.png","200/300","Colossus"
"https://lolchess.gg/champions/set6/gangplank","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Gangplank.png","Gangplank","3","Mercenary","Twinshot","750","40","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Gangplank_1643853972.png","0/50",""
"https://lolchess.gg/champions/set6/garen","https://cdn.lolchess.gg/upload/images/champions/Garen_1634784140.png","Garen","1","Academy","Protector","650","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1643853896.png","50/90",""
"https://lolchess.gg/champions/set6/graves","https://cdn.lolchess.gg/upload/images/champions/Graves_1634784295.png","Graves","1","Academy","Twinshot","750","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Graves_1643853993.png","50/100",""
"https://lolchess.gg/champions/set6/heimerdinger","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Heimerdinger.png","Heimerdinger","3","Yordle","Innovator","650","35","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Heimerdinger_1643855757.png","0/50","Scholar"
"https://lolchess.gg/champions/set6/illaoi","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Illaoi.png","Illaoi","1","Mercenary","Bruiser","700","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Illaoi_1643854955.png","40/80",""
"https://lolchess.gg/champions/set6/janna","https://cdn.lolchess.gg/upload/images/champions/Janna_1634785078.png","Janna","4","Scrap","Enchanter","700","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Janna_1643855026.png","80/180","Scholar"
"https://lolchess.gg/champions/set6/jayce","https://cdn.lolchess.gg/upload/images/champions/Jayce_1635133912.png","Jayce","5","Enforcer","Innovator","1000","30","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Jayce_1643855052.png","0/60","Transformer"
"https://lolchess.gg/champions/set6/jhin","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Jhin.png","Jhin","4","Clockwork","Sniper","700","30","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Jhin_1643855115.png","0/70",""
"https://lolchess.gg/champions/set6/jinx","https://cdn.lolchess.gg/upload/images/champions/Jinx_1635133900.png","Jinx","5","Scrap","Twinshot","888","35","88","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","1.00","https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1643855175.png","0/99","Sister"
"https://lolchess.gg/champions/set6/kaisa","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kaisa.png","KaiSa","5","Mutant","Challenger","850","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","1.10","https://cdn.lolchess.gg/upload/images/champion-skills/KaiSa_1643855328.png","75/150",""
"https://lolchess.gg/champions/set6/kassadin","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kassadin.png","Kassadin","1","Mutant","Protector","650","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Kassadin_1643855299.png","60/100",""
"https://lolchess.gg/champions/set6/katarina","https://cdn.lolchess.gg/upload/images/champions/Katarina_1634785266.png","Katarina","2","Academy","Assassin","700","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Katarina_1643855354.png","0/40",""
"https://lolchess.gg/champions/set6/kogmaw","https://cdn.lolchess.gg/upload/images/champions/KogMaw_1634785516.png","KogMaw","2","Mutant","Sniper","550","20","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/KogMaw_1643855525.png","0/30","Twinshot"
"https://lolchess.gg/champions/set6/leona","https://cdn.lolchess.gg/upload/images/champions/Leona_1634784390.png","Leona","3","Academy","Bodyguard","850","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Leona_1643854094.png","75/125",""
"https://lolchess.gg/champions/set6/lissandra","https://cdn.lolchess.gg/upload/images/champions/Lissandra_1634784417.png","Lissandra","3","Chemtech","Scholar","750","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Lissandra_1643854146.png","70/120",""
"https://lolchess.gg/champions/set6/lulu","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Lulu.png","Lulu","2","Yordle","Enchanter","600","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Lulu_1643854117.png","60/125",""
"https://lolchess.gg/champions/set6/lux","https://cdn.lolchess.gg/upload/images/champions/Lux_1634784357.png","Lux","4","Academy","Arcanist","750","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1643854067.png","0/60",""
"https://lolchess.gg/champions/set6/malzahar","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Malzahar.png","Malzahar","3","Mutant","Arcanist","650","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Malzahar_1643854193.png","30/60",""
"https://lolchess.gg/champions/set6/missfortune","https://cdn.lolchess.gg/upload/images/champions/MissFortune_1634784448.png","MissFortune","3","Mercenary","Sniper","650","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/MissFortune_1643854260.png","40/80",""
"https://lolchess.gg/champions/set6/orianna","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Orianna.png","Orianna","4","Clockwork","Enchanter","750","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Orianna_1643854779.png","50/130",""
"https://lolchess.gg/champions/set6/poppy","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Poppy.png","Poppy","1","Yordle","Bodyguard","650","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1643854509.png","50/100",""
"https://lolchess.gg/champions/set6/quinn","https://cdn.lolchess.gg/upload/images/champions/Quinn_1634785593.png","Quinn","2","Mercenary","Challenger","550","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Quinn_1643855552.png","70/140",""
"https://lolchess.gg/champions/set6/samira","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Samira.png","Samira","3","Imperial","Challenger","700","25","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Samira_1643854540.png","0/35",""
"https://lolchess.gg/champions/set6/seraphine","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Seraphine.png","Seraphine","4","Socialite","Innovator","750","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Seraphine_1643854630.png","80/150",""
"https://lolchess.gg/champions/set6/shaco","https://cdn.lolchess.gg/upload/images/champions/Shaco_1634784787.png","Shaco","3","Syndicate","Assassin","700","25","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Shaco_1643854599.png","40/80",""
"https://lolchess.gg/champions/set6/singed","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Singed.png","Singed","1","Chemtech","Innovator","650","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Singed_1643854686.png","100/150",""
"https://lolchess.gg/champions/set6/sion","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sion.png","Sion","4","Imperial","Colossus","1850","60","100","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Sion_1643854568.png","125/200","Protector"
"https://lolchess.gg/champions/set6/swain","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Swain.png","Swain","2","Imperial","Arcanist","800","45","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Swain_1643854658.png","40/85",""
"https://lolchess.gg/champions/set6/tahmkench","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/TahmKench.png","TahmKench","5","Glutton","Bruiser","1000","60","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/TahmKench_1643855625.png","30/60","Mercenary"
"https://lolchess.gg/champions/set6/talon","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Talon.png","Talon","2","Imperial","Assassin","650","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Talon_1643855596.png","-",""
"https://lolchess.gg/champions/set6/taric","https://cdn.lolchess.gg/upload/images/champions/Taric_1634785627.png","Taric","3","Socialite","Enchanter","800","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Taric_1643855573.png","50/100",""
"https://lolchess.gg/champions/set6/tristana","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Tristana.png","Tristana","2","Yordle","Sniper","600","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Tristana_1643855671.png","0/60",""
"https://lolchess.gg/champions/set6/trundle","https://cdn.lolchess.gg/upload/images/champions/Trundle_1634785652.png","Trundle","2","Scrap","Bruiser","700","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Trundle_1643855646.png","40/70",""
"https://lolchess.gg/champions/set6/twistedfate","https://cdn.lolchess.gg/upload/images/champions/TwistedFate_1634785678.png","TwistedFate","1","Syndicate","Arcanist","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/TwistedFate_1643855692.png","0/40",""
"https://lolchess.gg/champions/set6/twitch","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Twitch.png","Twitch","1","Chemtech","Assassin","450","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Twitch_1643855714.png","0/35",""
"https://lolchess.gg/champions/set6/urgot","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Urgot.png","Urgot","4","Chemtech","Twinshot","800","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Urgot_1643854858.png","0/50",""
"https://lolchess.gg/champions/set6/veigar","https://cdn.lolchess.gg/upload/images/champions/Veigar_1635842739.png","Veigar","5","Yordle-Lord","","800","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Veigar_1643854348.png","0/75",""
"https://lolchess.gg/champions/set6/vex","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Vex.png","Vex","3","Yordle","Arcanist","850","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Vex_1643854383.png","50/100",""
"https://lolchess.gg/champions/set6/vi","https://cdn.lolchess.gg/upload/images/champions/Vi_1635133890.png","Vi","2","Enforcer","Bruiser","700","40","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Vi_1643854308.png","0/50","Sister"
"https://lolchess.gg/champions/set6/viktor","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Viktor.png","Viktor","5","Chemtech","Arcanist","850","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Viktor_1643854471.png","0/140",""
"https://lolchess.gg/champions/set6/warwick","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Warwick.png","Warwick","2","Chemtech","Challenger","750","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Warwick_1643854880.png","-",""
"https://lolchess.gg/champions/set6/yone","https://cdn.lolchess.gg/upload/images/champions/Yone_1634784950.png","Yone","4","Academy","Challenger","900","40","90","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Yone_1643854831.png","50/100",""
"https://lolchess.gg/champions/set6/yuumi","https://cdn.lolchess.gg/upload/images/champions/Yuumi_1634784979.png","Yuumi","5","Academy","Scholar","800","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Yuumi_1643854903.png","80/200","Cuddly"
"https://lolchess.gg/champions/set6/zac","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Zac.png","Zac","3","Chemtech","Bruiser","800","45","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Zac_1643855001.png","60/100",""
"https://lolchess.gg/champions/set6/ziggs","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ziggs.png","Ziggs","1","Scrap","Arcanist","500","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Ziggs_1643855083.png","0/60","Yordle"
"https://lolchess.gg/champions/set6/zilean","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Zilean.png","Zilean","2","Clockwork","Innovator","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Zilean_1643855150.png","40/80",""
"https://lolchess.gg/champions/set6/zyra","https://cdn.lolchess.gg/upload/images/champions/Zyra_1634785008.png","Zyra","2","Syndicate","Scholar","600","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Zyra_1643854979.png","60/120",""
