"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set2/qiyana","https://cdn.lolchess.gg/images/tft/champions/set2/qiyana.png","Qiyana","3","Inferno","Assassin","650","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/qiyana_edgeofixtal.png","50/100"
"https://lolchess.gg/champions/set2/reksai","https://cdn.lolchess.gg/images/tft/champions/set2/reksai.png","Rek'Sai","2","Steel","Predator","650","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/reksai_furiousbite.png","0/75"
"https://lolchess.gg/champions/set2/renekton","https://cdn.lolchess.gg/images/tft/champions/set2/renekton.png","Renekton","1","Desert","Berserker","600","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/renekton_cullthemeek.png","0/100"
"https://lolchess.gg/champions/set2/senna","https://cdn.lolchess.gg/images/tft/champions/set2/senna.png","Senna","2","Shadow","Soulbound","450","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/senna_piercingdarkness.png","50/75"
"https://lolchess.gg/champions/set2/singed","https://cdn.lolchess.gg/images/tft/champions/set2/singed.png","Singed","5","Poison","Alchemist","950","50","0","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.00","https://cdn.lolchess.gg/images/tft/champion-skills/singed_poisontrail.png","-"
"https://lolchess.gg/champions/set2/sion","https://cdn.lolchess.gg/images/tft/champions/set2/sion.png","Sion","3","Shadow","Berserker","850","35","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/sion_decimatingsmash.png","75/125"
"https://lolchess.gg/champions/set2/sivir","https://cdn.lolchess.gg/images/tft/champions/set2/sivir.png","Sivir","3","Desert","Blademaster","600","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/sivir_ricochet.png","0/65"
"https://lolchess.gg/champions/set2/skarner","https://cdn.lolchess.gg/images/tft/champions/set2/skarner.png","Skarner","2","Crystal","Predator","650","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/skarner_crystallineexoskeleton.png","0/65"
"https://lolchess.gg/champions/set2/soraka","https://cdn.lolchess.gg/images/tft/champions/set2/soraka.png","Soraka","3","Light","Mystic","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/soraka_equinox.png","0/60"
"https://lolchess.gg/champions/set2/syndra","https://cdn.lolchess.gg/images/tft/champions/set2/syndra.png","Syndra","2","Ocean","Mage","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/syndra_hydrosphere.png","0/65"
"https://lolchess.gg/champions/set2/taliyah","https://cdn.lolchess.gg/images/tft/champions/set2/taliyah.png","Taliyah","1","Mountain","Mage","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/taliyah_seismicshove.png","30/80"
"https://lolchess.gg/champions/set2/taric","https://cdn.lolchess.gg/images/tft/champions/set2/taric.png","Taric","5","Crystal","Warden","900","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/taric_cosmicradiance.png","50/125"
"https://lolchess.gg/champions/set2/thresh","https://cdn.lolchess.gg/images/tft/champions/set2/thresh.png","Thresh","2","Ocean","Warden","700","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/thresh_deepseapassage.png","50/125"
"https://lolchess.gg/champions/set2/twitch","https://cdn.lolchess.gg/images/tft/champions/set2/twitch.png","Twitch","4","Poison","Ranger","650","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/twitch_sprayandpray.png","0/70"
"https://lolchess.gg/champions/set2/varus","https://cdn.lolchess.gg/images/tft/champions/set2/varus.png","Varus","2","Inferno","Ranger","550","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/varus_piercingarrow.png","50/100"
"https://lolchess.gg/champions/set2/vayne","https://cdn.lolchess.gg/images/tft/champions/set2/vayne.png","Vayne","1","Light","Ranger","550","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/vayne_silverbolts.png","-"
"https://lolchess.gg/champions/set2/veigar","https://cdn.lolchess.gg/images/tft/champions/set2/veigar.png","Veigar","3","Shadow","Mage","600","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/veigar_primordialburst.png","0/60"
"https://lolchess.gg/champions/set2/vladimir","https://cdn.lolchess.gg/images/tft/champions/set2/vladimir.png","Vladimir","1","Ocean","Mage","550","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/vladimir_drain.png","0/75"
"https://lolchess.gg/champions/set2/volibear","https://cdn.lolchess.gg/images/tft/champions/set2/volibear.png","Volibear","2","Electric","Berserker","650","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/volibear_frenzy.png","0/75"
"https://lolchess.gg/champions/set2/warwick","https://cdn.lolchess.gg/images/tft/champions/set2/warwick.png","Warwick","1","Glacial","Predator","650","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/warwick_infiniteduress.png","50/125"
"https://lolchess.gg/champions/set2/yasuo","https://cdn.lolchess.gg/images/tft/champions/set2/yasuo.png","Yasuo","2","Wind","Blademaster","600","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/yasuo_lastbreath.png","0/90"
"https://lolchess.gg/champions/set2/yorick","https://cdn.lolchess.gg/images/tft/champions/set2/yorick.png","Yorick","4","Light","Summoner","850","35","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/yorick_shepherdofsouls.png","0/85"
"https://lolchess.gg/champions/set2/zed","https://cdn.lolchess.gg/images/tft/champions/set2/zed.png","Zed","5","Electric","Assassin","850","25","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.10","https://cdn.lolchess.gg/images/tft/champion-skills/zed_livingshadow.png","75/150"
"https://lolchess.gg/champions/set2/zyra","https://cdn.lolchess.gg/images/tft/champions/set2/zyra.png","Zyra","1","Inferno","Summoner","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/zyra_rampantgrowth.png","0/65"
