"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set3/jinx","https://cdn.lolchess.gg/images/tft/champions/set3/jinx.png","Jinx","4","Rebel","Blaster","600","20","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/jinx_getexcited.png","-"
"https://lolchess.gg/champions/set3/kaisa","https://cdn.lolchess.gg/images/tft/champions/set3/kaisa.png","Kai'Sa","2","Valkyrie","Infiltrator","550","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/kaisa_missilerain.png","0/60"
"https://lolchess.gg/champions/set3/karma","https://cdn.lolchess.gg/images/tft/champions/set3/karma.png","Karma","3","Dark Star","Mystic","600","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/karma_inspire.png","75/100"
"https://lolchess.gg/champions/set3/kassadin","https://cdn.lolchess.gg/images/tft/champions/set3/kassadin.png","Kassadin","3","Celestial","Mana-Reaver","800","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/kassadin_forcepulse.png","40/80"
"https://lolchess.gg/champions/set3/kayle","https://cdn.lolchess.gg/images/tft/champions/set3/kayle.png","Kayle","4","Valkyrie","Blademaster","700","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/kayle_ascend.png","0/70"
"https://lolchess.gg/champions/set3/khazix","https://cdn.lolchess.gg/images/tft/champions/set3/khazix.png","Kha'Zix","1","Void","Infiltrator","500","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/khazix_tastetheirfear.png","0/65"
"https://lolchess.gg/champions/set3/leona","https://cdn.lolchess.gg/images/tft/champions/set3/leona.png","Leona","1","Cybernetic","Vanguard","600","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/leona_cyberbarrier.png","50/100"
"https://lolchess.gg/champions/set3/lucian","https://cdn.lolchess.gg/images/tft/champions/set3/lucian.png","Lucian","2","Cybernetic","Blaster","500","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/lucian_relentlesspersuit.png","0/35"
"https://lolchess.gg/champions/set3/lulu","https://cdn.lolchess.gg/images/tft/champions/set3/lulu.png","Lulu","5","Celestial","Mystic","800","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/lulu_masspolymorph.png","75/150"
"https://lolchess.gg/champions/set3/lux","https://cdn.lolchess.gg/images/tft/champions/set3/lux.png","Lux","3","Dark Star","Sorcerer","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/lux_luridbinding.png","50/100"
"https://lolchess.gg/champions/set3/malphite","https://cdn.lolchess.gg/images/tft/champions/set3/malphite.png","Malphite","1","Rebel","Brawler","700","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/malphite_energyshield.png","-"
"https://lolchess.gg/champions/set3/masteryi","https://cdn.lolchess.gg/images/tft/champions/set3/masteryi.png","Master Yi","3","Rebel","Blademaster","750","30","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/masteryi_chosenone.png","0/55"
"https://lolchess.gg/champions/set3/missfortune","https://cdn.lolchess.gg/images/tft/champions/set3/missfortune.png","Miss Fortune","5","Valkyrie","Blaster","800","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","1.00","https://cdn.lolchess.gg/images/tft/champion-skills/missfortune_bullettime.png","75/175"
"https://lolchess.gg/champions/set3/mordekaiser","https://cdn.lolchess.gg/images/tft/champions/set3/mordekaiser.png","Mordekaiser","2","Dark Star","Vanguard","650","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/mordekaiser_indestructible.png","0/90"
"https://lolchess.gg/champions/set3/neeko","https://cdn.lolchess.gg/images/tft/champions/set3/neeko.png","Neeko","3","Star Guardian","Protector","800","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/neeko_popblossom.png","75/150"
"https://lolchess.gg/champions/set3/poppy","https://cdn.lolchess.gg/images/tft/champions/set3/poppy.png","Poppy","1","Star Guardian","Vanguard","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/poppy_bucklertoss.png","60/100"
"https://lolchess.gg/champions/set3/rakan","https://cdn.lolchess.gg/images/tft/champions/set3/rakan.png","Rakan","2","Celestial","Protector","600","35","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/rakan_grandentrance.png","50/100"
"https://lolchess.gg/champions/set3/rumble","https://cdn.lolchess.gg/images/tft/champions/set3/rumble.png","Rumble","3","Mech-Pilot","Demolitionist","800","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/rumble_flamespitter.png","0/60"
"https://lolchess.gg/champions/set3/shaco","https://cdn.lolchess.gg/images/tft/champions/set3/shaco.png","Shaco","3","Dark Star","Infiltrator","650","25","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/shaco_deceive.png","30/80"
"https://lolchess.gg/champions/set3/shen","https://cdn.lolchess.gg/images/tft/champions/set3/shen.png","Shen","2","Chrono","Blademaster","800","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/shen_futuresrefuge.png","100/150"
"https://lolchess.gg/champions/set3/sona","https://cdn.lolchess.gg/images/tft/champions/set3/sona.png","Sona","2","Rebel","Mystic","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/sona_ariaofperseverance.png","0/40"
"https://lolchess.gg/champions/set3/soraka","https://cdn.lolchess.gg/images/tft/champions/set3/soraka.png","Soraka","4","Star Guardian","Mystic","700","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/soraka_wish.png","50/125"
"https://lolchess.gg/champions/set3/syndra","https://cdn.lolchess.gg/images/tft/champions/set3/syndra.png","Syndra","3","Star Guardian","Sorcerer","600","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/syndra_unleashedpower.png","0/65"
"https://lolchess.gg/champions/set3/thresh","https://cdn.lolchess.gg/images/tft/champions/set3/thresh.png","Thresh","5","Chrono","Mana-Reaver","950","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.95","https://cdn.lolchess.gg/images/tft/champion-skills/thresh_temporalpassage.png","50/85"
"https://lolchess.gg/champions/set3/twistedfate","https://cdn.lolchess.gg/images/tft/champions/set3/twistedfate.png","TwistedFate","1","Chrono","Sorcerer","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/twistedfate_wildcards.png","0/75"
"https://lolchess.gg/champions/set3/velkoz","https://cdn.lolchess.gg/images/tft/champions/set3/velkoz.png","Vel'Koz","4","Void","Sorcerer","650","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/velkoz_lifeformdisintegrationray.png","0/70"
"https://lolchess.gg/champions/set3/vi","https://cdn.lolchess.gg/images/tft/champions/set3/vi.png","Vi","3","Cybernetic","Brawler","750","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/vi_assaultandbattery.png","70/140"
"https://lolchess.gg/champions/set3/monkeyking","https://cdn.lolchess.gg/images/tft/champions/set3/monkeyking.png","Wukong","4","Chrono","Vanguard","950","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/monkeyking_cyclone.png","50/150"
"https://lolchess.gg/champions/set3/xayah","https://cdn.lolchess.gg/images/tft/champions/set3/xayah.png","Xayah","1","Celestial","Blademaster","500","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/xayah_deadlyplumage.png","0/70"
"https://lolchess.gg/champions/set3/xerath","https://cdn.lolchess.gg/images/tft/champions/set3/xerath.png","Xerath","5","Dark Star","Sorcerer","750","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png","0.90","https://cdn.lolchess.gg/images/tft/champion-skills/xerath_abyssalbombardment.png","30/80"
"https://lolchess.gg/champions/set3/xinzhao","https://cdn.lolchess.gg/images/tft/champions/set3/xinzhao.png","Xin Zhao","2","Celestial","Protector","650","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/xinzhao_threetalonstrike.png","0/60"
"https://lolchess.gg/champions/set3/yasuo","https://cdn.lolchess.gg/images/tft/champions/set3/yasuo.png","Yasuo","2","Rebel","Blademaster","700","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/yasuo_lastbreath.png","0/90"
"https://lolchess.gg/champions/set3/ziggs","https://cdn.lolchess.gg/images/tft/champions/set3/ziggs.png","Ziggs","1","Rebel","Demolitionist","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/ziggs_bomb.png","0/40"
"https://lolchess.gg/champions/set3/zoe","https://cdn.lolchess.gg/images/tft/champions/set3/zoe.png","Zoe","1","Star Guardian","Sorcerer","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/zoe_sleepytroublebubble.png","70/100"
