"set","icon","name","cost","origin","class","class_extra","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set9/kayle","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kayle.png","Kayle","1","Demacia","Slayer","","500","15","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kayle_1684813032-kayle_p.png","-"
"https://lolchess.gg/champions/set9/kled","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kled.png","Kled","2","Noxus","Slayer","Yordle","550","40","58","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kled_1684813364-kled_r.png","0/175"
"https://lolchess.gg/champions/set9/lissandra","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Lissandra.png","Lissandra","3","Freljord","Invoker","","800","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lissandra_1684818424-lissandra_r.png","30/90"
"https://lolchess.gg/champions/set9/lux","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Lux.png","Lux","4","Demacia","Sorcerer","","750","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1684818873-luxfinalefunkeln.png","0/40"
"https://lolchess.gg/champions/set9/malzahar","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Malzahar.png","Malzahar","1","Void","Sorcerer","","500","15","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Malzahar_1684819731-malzahar_q.png","0/50"
"https://lolchess.gg/champions/set9/maokai","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Maokai.png","Maokai","1","Shadow Isles","Bastion","","700","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Maokai_1684820600-maokai_passive.png","50/125"
"https://lolchess.gg/champions/set9/nasus","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Nasus.png","Nasus","4","Shurima","Juggernaut","","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Nasus_1684820888-nasus_passive.png","70/150"
"https://lolchess.gg/champions/set9/orianna","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Orianna.png","Orianna","1","Piltover","Sorcerer","","500","15","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Orianna_1684821245-oriannacommandattack.png","50/100"
"https://lolchess.gg/champions/set9/poppy","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Poppy.png","Poppy","1","Demacia","Bastion","Yordle","600","40","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1684821579-poppy_q.png","90/150"
"https://lolchess.gg/champions/set9/reksai","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/RekSai.png","Rek'Sai","3","Void","Bruiser","","800","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/RekSai_1684821858-reksai_e1.png","30/75"
"https://lolchess.gg/champions/set9/renekton","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Renekton.png","Renekton","1","Shurima","Bruiser","","650","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Renekton_1684822085-renekton_q.png","50/110"
"https://lolchess.gg/champions/set9/ryze","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ryze.png","Ryze","5","Wanderer","Invoker","","1111","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Ryze_1684822285-ryze_r.png","0/99"
"https://lolchess.gg/champions/set9/samira","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Samira.png","Samira","1","Noxus","Challenger","","500","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Samira_1684822427-samiraq.png","0/30"
"https://lolchess.gg/champions/set9/sejuani","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sejuani.png","Sejuani","4","Freljord","Bruiser","","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Sejuani_1684822670-sejuani_passive.png","60/120"
"https://lolchess.gg/champions/set9/senna","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Senna.png","Senna","5","Shadow Isles","Gunner","Redeemer","900","30","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Senna_1684823215-senna_r.png","75/100"
"https://lolchess.gg/champions/set9/sett","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sett.png","Sett","2","Ionia","Juggernaut","","800","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1684823085-sett_q.png","40/90"
"https://lolchess.gg/champions/set9/shen","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Shen.png","Shen","4","Ionia","Bastion","Invoker","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Shen_1684823732-shen_passive.png","70/140"
"https://lolchess.gg/champions/set9/sion","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sion.png","Sion","5","Noxus","Bruiser","","1000","60","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Sion_1684824096-sion_e.png","70/160"
"https://lolchess.gg/champions/set9/sona","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Sona.png","Sona","3","Demacia","Multicaster","","700","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Sona_1684824339-sona_r.png","40/90"
"https://lolchess.gg/champions/set9/soraka","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Soraka.png","Soraka","2","Targon","Invoker","","700","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Soraka_1684824554-soraka_w.png","30/90"
"https://lolchess.gg/champions/set9/swain","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Swain.png","Swain","2","Noxus","Sorcerer","Strategist","800","50","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Swain_1684824831-swain_r.png","20/70"
"https://lolchess.gg/champions/set9/taliyah","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Taliyah.png","Taliyah","2","Shurima","Multicaster","","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Taliyah_1684824998-taliyah_w.png","0/60"
"https://lolchess.gg/champions/set9/taric","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Taric.png","Taric","3","Targon","Bastion","Sorcerer","800","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Taric_1684825226-taric_w.png","0/65"
"https://lolchess.gg/champions/set9/teemo","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Teemo.png","Teemo","2","Yordle","Multicaster","Strategist","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Teemo_1684825412-teemo_r.png","0/50"
"https://lolchess.gg/champions/set9/tristana","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Tristana.png","Tristana","1","Yordle","Gunner","","400","15","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Tristana_1684825698-tristana_q.png","0/40"
"https://lolchess.gg/champions/set9/urgot","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Urgot.png","Urgot","4","Zaun","Deadeye","","1000","60","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Urgot_1684826071-urgot_w.png","40/100"
"https://lolchess.gg/champions/set9/velkoz","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Velkoz.png","Vel'Koz","3","Void","Multicaster","Sorcerer","700","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Velkoz_1684826275-velkoz_q1.png","0/60"
"https://lolchess.gg/champions/set9/vi","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Vi.png","Vi","2","Piltover","Bruiser","","800","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Vi_1684827319-vipassive.png","0/80"
"https://lolchess.gg/champions/set9/viego","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Viego.png","Viego","1","Shadow Isles","Rogue","","600","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Viego_1684827513-viego_passive.png","0/50"
"https://lolchess.gg/champions/set9/warwick","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Warwick.png","Warwick","2","Zaun","Challenger","Juggernaut","800","50","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Warwick_1684827629-warwickp.png","40/90"
"https://lolchess.gg/champions/set9/yasuo","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Yasuo.png","Yasuo","4","Ionia","Challenger","","1000","50","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Yasuo_1684828040-yasuo_r.png","50/110"
"https://lolchess.gg/champions/set9/zed","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Zed.png","Zed","2","Ionia","Rogue","Slayer","600","35","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Zed_1684828563-shadowninja_w2.png","0/70"
"https://lolchess.gg/champions/set9/zeri","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Zeri.png","Zeri","4","Zaun","Gunner","","750","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Zeri_1684828805-zerir.png","0/50"
