"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana","class_extra"
"https://lolchess.gg/champions/set10/ekko","https://cdn.lolchess.gg/upload/images/champions/Ekko_1698737711-Ekko.jpg","Ekko","3","True Damage","Sentinel","850","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Ekko_1698312912-ekko_r.png","50/125","Spellweaver"
"https://lolchess.gg/champions/set10/evelynn","https://cdn.lolchess.gg/upload/images/champions/Evelynn_1698737851-Evelynn.jpg","Evelynn","1","K/DA","Crowd Diver","650","35","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Evelynn_1698377505-evelynn_e1.png","30/75",""
"https://lolchess.gg/champions/set10/ezreal","https://cdn.lolchess.gg/upload/images/champions/Ezreal_1698737857-Ezreal.jpg","Ezreal","4","Heartsteel","Big Shot","700","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1698377193-ezreal_r.png","0/45",""
"https://lolchess.gg/champions/set10/garen","https://cdn.lolchess.gg/upload/images/champions/Garen_1698736950-Garen.jpg","Garen","2","8-bit","Sentinel","800","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1698373611-garen_passive.png","40/80",""
"https://lolchess.gg/champions/set10/gnar","https://cdn.lolchess.gg/upload/images/champions/Gnar_1698736965-Gnar.jpg","Gnar","2","Pentakill","Mosher","700","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Gnar_1698373764-gnartransform.png","0/70","Superfan"
"https://lolchess.gg/champions/set10/gragas","https://cdn.lolchess.gg/upload/images/champions/Gragas_1698736958-Gragas.jpg","Gragas","2","Disco","Bruiser","750","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Gragas_1698373681-gragaspassiveheal.png","40/80","Spellweaver"
"https://lolchess.gg/champions/set10/illaoi","https://cdn.lolchess.gg/upload/images/champions/Illaoi_1698737864-Illaoi.jpg","Illaoi","5","ILLBEATS","Bruiser","1050","70","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Illaoi_1698367902-illaoi_p.png","70/150",""
"https://lolchess.gg/champions/set10/jax","https://cdn.lolchess.gg/upload/images/champions/Jax_1698737885-Jax.jpg","Jax","2","EDM","Mosher","750","35","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Jax_1698373985-jaxe.jaxupdate.png","50/120",""
"https://lolchess.gg/champions/set10/jhin","https://cdn.lolchess.gg/upload/images/champions/Jhin_1698737954-Jhin.jpg","Jhin","5","Maestro","Big Shot","950","40","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Jhin_1698370549-jhin_w_spotted.png","30/50",""
"https://lolchess.gg/champions/set10/jinx","https://cdn.lolchess.gg/upload/images/champions/Jinx_1698737964-Jinx.jpg","Jinx","1","Punk","Rapidfire","450","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1698377525-jinx_q2.png","0/50",""
"https://lolchess.gg/champions/set10/ksante","https://cdn.lolchess.gg/upload/images/champions/KSante_1698738174-KSante.jpg","K'Sante","1","Heartsteel","Sentinel","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/KSante_1698306544-icons_ksante_e.png","0/40",""
"https://lolchess.gg/champions/set10/kaisa","https://cdn.lolchess.gg/upload/images/champions/Kaisa_1698738039-Kaisa.jpg","Kai'Sa","2","K/DA","Big Shot","600","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1698374010-kaisa_q2.png","0/30",""
"https://lolchess.gg/champions/set10/karthus","https://cdn.lolchess.gg/upload/images/champions/Karthus_1698738032-Karthus.jpg","Karthus","4","Pentakill","Executioner","700","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Karthus_1698377367-karthus_passive.png","15/105",""
"https://lolchess.gg/champions/set10/katarina","https://cdn.lolchess.gg/upload/images/champions/Katarina_1698738045-Katarina.jpg","Katarina","2","Country","Crowd Diver","650","35","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Katarina_1698309343-katarina_q.png","0/60",""
"https://lolchess.gg/champions/set10/kayle","https://cdn.lolchess.gg/upload/images/champions/Kayle_1698738160-Kayle.jpg","Kayle","2","Pentakill","Edgelord","550","20","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kayle_1698309179-kayle_r.png","0/120",""
"https://lolchess.gg/champions/set10/kayn","https://cdn.lolchess.gg/upload/images/champions/Kayn_1698738153-Kayn.jpg","Kayn","5","Heartsteel","Edgelord","1200","70","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.95","https://cdn.lolchess.gg/upload/images/champion-skills/Kayn_1698377840-kayn_q_primary.png","0/40","Wildcard"
"https://lolchess.gg/champions/set10/kennen","https://cdn.lolchess.gg/upload/images/champions/Kennen_1698738052-Kennen.jpg","Kennen","1","True Damage","Guardian","700","40","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Kennen_1698377594-kennen_e.png","30/90","Superfan"
"https://lolchess.gg/champions/set10/lillia","https://cdn.lolchess.gg/upload/images/champions/Lillia_1698737128-Lillia.jpg","Lillia","1","K/DA","Sentinel","600","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Lillia_1698305597-lillia_icon_q.png","60/110","Superfan"
"https://lolchess.gg/champions/set10/lucian","https://cdn.lolchess.gg/upload/images/champions/Lucian_1698737021-Lucian.jpg","Lucian","5","Jazz","Rapidfire","850","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Lucian_1698377977-lucian_r.png","50/125",""
"https://lolchess.gg/champions/set10/lulu","https://cdn.lolchess.gg/upload/images/champions/Lulu_1698737114-Lulu.jpg","Lulu","3","Hyperpop","Spellweaver","650","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lulu_1698374380-lulu_glitterbolt.png","0/40",""
"https://lolchess.gg/champions/set10/lux","https://cdn.lolchess.gg/upload/images/champions/Lux_1698737015-Lux.jpg","Lux","3","EDM","Dazzler","700","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Lux_1698374159-luxfinalefunkeln.png","15/75",""
"https://lolchess.gg/champions/set10/missfortune","https://cdn.lolchess.gg/upload/images/champions/MissFortune_1698737142-MissFortune.jpg","Miss Fortune","3","Jazz","Big Shot","650","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/MissFortune_1698374956-missfortune_q.png","0/60",""
"https://lolchess.gg/champions/set10/mordekaiser","https://cdn.lolchess.gg/upload/images/champions/Mordekaiser_1698737135-Mordekaiser.jpg","Mordekaiser","3","Pentakill","Sentinel","850","55","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Mordekaiser_1698310265-mordekaiserq3.png","70/120",""
"https://lolchess.gg/champions/set10/nami","https://cdn.lolchess.gg/upload/images/champions/Nami_1698737001-Nami.jpg","Nami","1","Disco","Dazzler","450","15","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Nami_1698305287-namiq.png","15/60",""
"https://lolchess.gg/champions/set10/neeko","https://cdn.lolchess.gg/upload/images/champions/Neeko_1698737007-Neeko.jpg","Neeko","3","K/DA","Guardian","850","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Neeko_1698311041-neeko_w2.png","0/90","Superfan"
"https://lolchess.gg/champions/set10/olaf","https://cdn.lolchess.gg/upload/images/champions/Olaf_1698737719-Olaf.jpg","Olaf","1","Pentakill","Bruiser","650","35","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Olaf_1698377465-olaf_w.png","-",""
"https://lolchess.gg/champions/set10/pantheon","https://cdn.lolchess.gg/upload/images/champions/Pantheon_1698738213-Pantheon.jpg","Pantheon","2","Punk","Guardian","750","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Pantheon_1698374103-pantheon_q1.png","0/60",""
"https://lolchess.gg/champions/set10/poppy","https://cdn.lolchess.gg/upload/images/champions/Poppy_1698737336-Poppy.jpg","Poppy","4","Emo","Mosher","1000","65","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1698376659-poppy_q.png","30/100",""
"https://lolchess.gg/champions/set10/qiyana","https://cdn.lolchess.gg/upload/images/champions/Qiyana_1698738181-Qiyana.jpg","Qiyana","5","True Damage","Crowd Diver","1050","60","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Qiyana_1698370779-qiyana_w.png","0/40",""
"https://lolchess.gg/champions/set10/riven","https://cdn.lolchess.gg/upload/images/champions/Riven_1698737121-Riven.jpg","Riven","3","8-bit","Edgelord","800","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Riven_1698374894-rivenpathoftheexile.png","50/100",""
"https://lolchess.gg/champions/set10/samira","https://cdn.lolchess.gg/upload/images/champions/Samira_1698737371-Samira.jpg","Samira","3","Country","Executioner","600","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Samira_1698312781-samirap.png","0/100",""
"https://lolchess.gg/champions/set10/senna","https://cdn.lolchess.gg/upload/images/champions/Senna_1698737377-Senna.jpg","Senna","2","True Damage","Rapidfire","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Senna_1698373870-senna_passive.png","30/90",""
"https://lolchess.gg/champions/set10/seraphine","https://cdn.lolchess.gg/upload/images/champions/Seraphine_1698737384-Seraphine.jpg","Seraphine","2","K/DA","Spellweaver","550","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Seraphine_1698373903-seraphine_q1.png","0/60",""
"https://lolchess.gg/champions/set10/sett","https://cdn.lolchess.gg/upload/images/champions/Sett_1698737456-Sett.jpg","Sett","3","Heartsteel","Bruiser","900","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Sett_1698312718-sett_w.png","30/90","Mosher"
"https://lolchess.gg/champions/set10/sona","https://cdn.lolchess.gg/upload/images/champions/Sona_1698737590-Sona.jpg","Sona","5","Mixmaster","Spellweaver","850","40","5","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance308.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Sona_1698390729-sona_w.png","0/170",""
"https://lolchess.gg/champions/set10/tahmkench","https://cdn.lolchess.gg/upload/images/champions/TahmKench_1698738194-TahmKench.jpg","Tahm Kench","1","Country","Bruiser","650","40","88","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/TahmKench_1698377116-tahmkenche.png","-",""
"https://lolchess.gg/champions/set10/taric","https://cdn.lolchess.gg/upload/images/champions/Taric_1698738187-Taric.jpg","Taric","1","Disco","Guardian","650","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Taric_1698306729-taric_r.png","50/140",""
"https://lolchess.gg/champions/set10/thresh","https://cdn.lolchess.gg/upload/images/champions/Thresh_1698737613-Thresh.jpg","Thresh","4","Country","Guardian","1050","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Thresh_1698377851-thresh_q3.png","70/160",""
"https://lolchess.gg/champions/set10/twistedfate","https://cdn.lolchess.gg/upload/images/champions/TwistedFate_1698738201-TwistedFate.jpg","Twisted Fate","4","Disco","Dazzler","700","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/TwistedFate_1698369414-cardmaster_powercard.png","30/105",""
"https://lolchess.gg/champions/set10/twitch","https://cdn.lolchess.gg/upload/images/champions/Twitch_1698738207-Twitch.jpg","Twitch","2","Punk","Executioner","550","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Twitch_1698374077-twitch_w.png","20/70",""
"https://lolchess.gg/champions/set10/urgot","https://cdn.lolchess.gg/upload/images/champions/Urgot_1698737844-Urgot.jpg","Urgot","3","Country","Mosher","750","45","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Urgot_1698375774-urgot_w.png","0/20",""
"https://lolchess.gg/champions/set10/vex","https://cdn.lolchess.gg/upload/images/champions/Vex_1698737218-Vex.jpg","Vex","3","Emo","Executioner","700","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Vex_1698375323-icons_vex_e01.png","25/75",""
"https://lolchess.gg/champions/set10/vi","https://cdn.lolchess.gg/upload/images/champions/Vi_1698737212-Vi.jpg","Vi","1","Punk","Mosher","650","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Vi_1698305811-vie2.png","40/70",""
"https://lolchess.gg/champions/set10/viego","https://cdn.lolchess.gg/upload/images/champions/Viego_1698737330-Viego.jpg","Viego","4","Pentakill","Edgelord","1000","65","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Viego_1698376612-viego_r.png","70/120",""
"https://lolchess.gg/champions/set10/yasuo","https://cdn.lolchess.gg/upload/images/champions/Yasuo_1698737705-Yasuo.jpg","Yasuo","1","True Damage","Edgelord","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Yasuo_1698305959-yasuo_passive.png","0/50",""
"https://lolchess.gg/champions/set10/yone","https://cdn.lolchess.gg/upload/images/champions/Yone_1698737725-Yone.jpg","Yone","3","Heartsteel","Crowd Diver","800","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Yone_1698375725-yonew.png","0/70","Edgelord"
"https://lolchess.gg/champions/set10/yorick","https://cdn.lolchess.gg/upload/images/champions/Yorick_1698737733-Yorick.jpg","Yorick","5","Pentakill","Guardian","1050","60","88","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Yorick_1698378008-yorick_p.png","60/110","Mosher"
"https://lolchess.gg/champions/set10/zac","https://cdn.lolchess.gg/upload/images/champions/Zac_1698737871-Zac.jpg","Zac","4","EDM","Bruiser","1100","70","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Zac_1698377225-zacr.png","60/120",""
"https://lolchess.gg/champions/set10/zed","https://cdn.lolchess.gg/upload/images/champions/Zed_1698737891-Zed.jpg","Zed","4","EDM","Crowd Diver","1000","60","72","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.95","https://cdn.lolchess.gg/upload/images/champion-skills/Zed_1698377266-shadowninja_w.png","30/50",""
"https://lolchess.gg/champions/set10/ziggs","https://cdn.lolchess.gg/upload/images/champions/Ziggs_1698737897-Ziggs.jpg","Ziggs","5","Hyperpop","Dazzler","800","40","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Ziggs_1698378028-ziggsq.png","30/75",""
